"Input","Output","Frequency","VAgreeSurface","*Unraised","ID"
"boghuzla-RAISER","boghuzla-RAISER-UNRAISED-F","0","1","1",""
"boghuzla-RAISER","boghuzla-RAISER-UNRAISED-B","0","","1",""
"bola-RAISER","bola-RAISER-RAISED-F","0","1","","1"
"bola-RAISER","bola-RAISER-RAISED-B","1","","","1"
"bola-RAISER","bola-RAISER-UNRAISED-F","0","1","1",""
"bola-RAISER","bola-RAISER-UNRAISED-B","0","","1",""
"böle-NON_RAISER","böle-NON_RAISER-RAISED-F","0","","","1"
"böle-NON_RAISER","böle-NON_RAISER-RAISED-B","0","1","","1"
"böle-NON_RAISER","böle-NON_RAISER-UNRAISED-F","1","","",""
"böle-NON_RAISER","böle-NON_RAISER-UNRAISED-B","0","1","",""
"bölme-NON_RAISER","bölme-NON_RAISER-RAISED-F","0","","","1"
"bölme-NON_RAISER","bölme-NON_RAISER-RAISED-B","0","1","","1"
"bölme-NON_RAISER","bölme-NON_RAISER-UNRAISED-F","10","","",""
"bölme-NON_RAISER","bölme-NON_RAISER-UNRAISED-B","0","1","",""
"bölme-RAISER","bölme-RAISER-RAISED-F","375","","","1"
"bölme-RAISER","bölme-RAISER-RAISED-B","1","1","","1"
"bölme-RAISER","bölme-RAISER-UNRAISED-F","0","","1",""
"bölme-RAISER","bölme-RAISER-UNRAISED-B","0","1","1",""
"bölüm-NON_RAISER","bölüm-NON_RAISER-RAISED-F","0","","","1"
"bölüm-NON_RAISER","bölüm-NON_RAISER-RAISED-B","0","1","","1"
"bölüm-NON_RAISER","bölüm-NON_RAISER-UNRAISED-F","1543","","",""
"bölüm-NON_RAISER","bölüm-NON_RAISER-UNRAISED-B","0","1","",""
"bölünme-RAISER","bölünme-RAISER-RAISED-F","30","","","1"
"bölünme-RAISER","bölünme-RAISER-RAISED-B","0","1","","1"
"bölünme-RAISER","bölünme-RAISER-UNRAISED-F","0","","1",""
"bölünme-RAISER","bölünme-RAISER-UNRAISED-B","0","1","1",""
"bolush-NON_RAISER","bolush-NON_RAISER-RAISED-F","0","1","","1"
"bolush-NON_RAISER","bolush-NON_RAISER-RAISED-B","0","","","1"
"bolush-NON_RAISER","bolush-NON_RAISER-UNRAISED-F","1","1","",""
"bolush-NON_RAISER","bolush-NON_RAISER-UNRAISED-B","40","","",""
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-RAISED-F","0","","","1"
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-RAISED-B","0","1","","1"
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-UNRAISED-F","1","","",""
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-UNRAISED-B","0","1","",""
"boluwal-NON_RAISER","boluwal-NON_RAISER-RAISED-F","0","1","","1"
"boluwal-NON_RAISER","boluwal-NON_RAISER-RAISED-B","0","","","1"
"boluwal-NON_RAISER","boluwal-NON_RAISER-UNRAISED-F","0","1","",""
"boluwal-NON_RAISER","boluwal-NON_RAISER-UNRAISED-B","15","","",""
"boluwal-RAISER","boluwal-RAISER-RAISED-F","0","1","","1"
"boluwal-RAISER","boluwal-RAISER-RAISED-B","1","","","1"
"boluwal-RAISER","boluwal-RAISER-UNRAISED-F","0","1","1",""
"boluwal-RAISER","boluwal-RAISER-UNRAISED-B","0","","1",""
"bomba-RAISER","bomba-RAISER-RAISED-F","0","1","","1"
"bomba-RAISER","bomba-RAISER-RAISED-B","175","","","1"
"bomba-RAISER","bomba-RAISER-UNRAISED-F","0","1","1",""
"bomba-RAISER","bomba-RAISER-UNRAISED-B","0","","1",""
"bombardiman-NON_RAISER","bombardiman-NON_RAISER-RAISED-F","0","1","","1"
"bombardiman-NON_RAISER","bombardiman-NON_RAISER-RAISED-B","0","","","1"
"bombardiman-NON_RAISER","bombardiman-NON_RAISER-UNRAISED-F","0","1","",""
"bombardiman-NON_RAISER","bombardiman-NON_RAISER-UNRAISED-B","21","","",""
"bopa-RAISER","bopa-RAISER-RAISED-F","0","1","","1"
"bopa-RAISER","bopa-RAISER-RAISED-B","2","","","1"
"bopa-RAISER","bopa-RAISER-UNRAISED-F","0","1","1",""
"bopa-RAISER","bopa-RAISER-UNRAISED-B","0","","1",""
"bora-RAISER","bora-RAISER-RAISED-F","2","1","","1"
"bora-RAISER","bora-RAISER-RAISED-B","5","","","1"
"bora-RAISER","bora-RAISER-UNRAISED-F","0","1","1",""
"bora-RAISER","bora-RAISER-UNRAISED-B","0","","1",""
"boran-NON_RAISER","boran-NON_RAISER-RAISED-F","0","1","","1"
"boran-NON_RAISER","boran-NON_RAISER-RAISED-B","0","","","1"
"boran-NON_RAISER","boran-NON_RAISER-UNRAISED-F","0","1","",""
"boran-NON_RAISER","boran-NON_RAISER-UNRAISED-B","77","","",""
"boran-RAISER","boran-RAISER-RAISED-F","0","1","","1"
"boran-RAISER","boran-RAISER-RAISED-B","2","","","1"
"boran-RAISER","boran-RAISER-UNRAISED-F","0","1","1",""
"boran-RAISER","boran-RAISER-UNRAISED-B","0","","1",""
"böre-RAISER","böre-RAISER-RAISED-F","124","","","1"
"böre-RAISER","böre-RAISER-RAISED-B","0","1","","1"
"böre-RAISER","böre-RAISER-UNRAISED-F","0","","1",""
"böre-RAISER","böre-RAISER-UNRAISED-B","0","1","1",""
"borun-NON_RAISER","borun-NON_RAISER-RAISED-F","0","1","","1"
"borun-NON_RAISER","borun-NON_RAISER-RAISED-B","0","","","1"
"borun-NON_RAISER","borun-NON_RAISER-UNRAISED-F","0","1","",""
"borun-NON_RAISER","borun-NON_RAISER-UNRAISED-B","1","","",""
"bosha-NON_RAISER","bosha-NON_RAISER-RAISED-F","0","1","","1"
"bosha-NON_RAISER","bosha-NON_RAISER-RAISED-B","0","","","1"
"bosha-NON_RAISER","bosha-NON_RAISER-UNRAISED-F","0","1","",""
"bosha-NON_RAISER","bosha-NON_RAISER-UNRAISED-B","1","","",""
"bosha-RAISER","bosha-RAISER-RAISED-F","2","1","","1"
"bosha-RAISER","bosha-RAISER-RAISED-B","2","","","1"
"bosha-RAISER","bosha-RAISER-UNRAISED-F","0","1","1",""
"bosha-RAISER","bosha-RAISER-UNRAISED-B","0","","1",""
"boshan-RAISER","boshan-RAISER-RAISED-F","0","1","","1"
"boshan-RAISER","boshan-RAISER-RAISED-B","2","","","1"
"boshan-RAISER","boshan-RAISER-UNRAISED-F","0","1","1",""
"boshan-RAISER","boshan-RAISER-UNRAISED-B","0","","1",""
"boshash-NON_RAISER","boshash-NON_RAISER-RAISED-F","0","1","","1"
"boshash-NON_RAISER","boshash-NON_RAISER-RAISED-B","0","","","1"
"boshash-NON_RAISER","boshash-NON_RAISER-UNRAISED-F","0","1","",""
"boshash-NON_RAISER","boshash-NON_RAISER-UNRAISED-B","37","","",""
"boshat-NON_RAISER","boshat-NON_RAISER-RAISED-F","0","1","","1"
"boshat-NON_RAISER","boshat-NON_RAISER-RAISED-B","0","","","1"
"boshat-NON_RAISER","boshat-NON_RAISER-UNRAISED-F","0","1","",""
"boshat-NON_RAISER","boshat-NON_RAISER-UNRAISED-B","9","","",""
"boshat-RAISER","boshat-RAISER-RAISED-F","0","1","","1"
"boshat-RAISER","boshat-RAISER-RAISED-B","21","","","1"
"boshat-RAISER","boshat-RAISER-UNRAISED-F","0","1","1",""
"boshat-RAISER","boshat-RAISER-UNRAISED-B","0","","1",""
"bosniye-RAISER","bosniye-RAISER-RAISED-F","3","1","","1"
"bosniye-RAISER","bosniye-RAISER-RAISED-B","0","","","1"
"bosniye-RAISER","bosniye-RAISER-UNRAISED-F","0","","1",""
"bosniye-RAISER","bosniye-RAISER-UNRAISED-B","0","1","1",""
"bostan-NON_RAISER","bostan-NON_RAISER-RAISED-F","0","1","","1"
"bostan-NON_RAISER","bostan-NON_RAISER-RAISED-B","0","","","1"
"bostan-NON_RAISER","bostan-NON_RAISER-UNRAISED-F","0","1","",""
"bostan-NON_RAISER","bostan-NON_RAISER-UNRAISED-B","131","","",""
"bostan-RAISER","bostan-RAISER-RAISED-F","0","1","","1"
"bostan-RAISER","bostan-RAISER-RAISED-B","0","","","1"
"bostan-RAISER","bostan-RAISER-UNRAISED-F","0","1","1",""
"bostan-RAISER","bostan-RAISER-UNRAISED-B","10","","1",""
"bostanlashtur-NON_RAISER","bostanlashtur-NON_RAISER-RAISED-F","0","1","","1"
"bostanlashtur-NON_RAISER","bostanlashtur-NON_RAISER-RAISED-B","0","","","1"
"bostanlashtur-NON_RAISER","bostanlashtur-NON_RAISER-UNRAISED-F","0","1","",""
"bostanlashtur-NON_RAISER","bostanlashtur-NON_RAISER-UNRAISED-B","2","","",""
"boston-NON_RAISER","boston-NON_RAISER-RAISED-F","0","1","","1"
"boston-NON_RAISER","boston-NON_RAISER-RAISED-B","0","","","1"
"boston-NON_RAISER","boston-NON_RAISER-UNRAISED-F","0","1","",""
"boston-NON_RAISER","boston-NON_RAISER-UNRAISED-B","25","","",""
"bowa-NON_RAISER","bowa-NON_RAISER-RAISED-F","0","1","","1"
"bowa-NON_RAISER","bowa-NON_RAISER-RAISED-B","0","","","1"
"bowa-NON_RAISER","bowa-NON_RAISER-UNRAISED-F","0","1","",""
"bowa-NON_RAISER","bowa-NON_RAISER-UNRAISED-B","26","","",""
"bowa-RAISER","bowa-RAISER-RAISED-F","0","1","","1"
"bowa-RAISER","bowa-RAISER-RAISED-B","68","","","1"
"bowa-RAISER","bowa-RAISER-UNRAISED-F","0","1","1",""
"bowa-RAISER","bowa-RAISER-UNRAISED-B","0","","1",""
"boway-NON_RAISER","boway-NON_RAISER-RAISED-F","0","1","","1"
"boway-NON_RAISER","boway-NON_RAISER-RAISED-B","0","","","1"
"boway-NON_RAISER","boway-NON_RAISER-UNRAISED-F","0","1","",""
"boway-NON_RAISER","boway-NON_RAISER-UNRAISED-B","132","","",""
"boway-RAISER","boway-RAISER-RAISED-F","0","1","","1"
"boway-RAISER","boway-RAISER-RAISED-B","1","","","1"
"boway-RAISER","boway-RAISER-UNRAISED-F","0","1","1",""
"boway-RAISER","boway-RAISER-UNRAISED-B","0","","1",""
"boya-NON_RAISER","boya-NON_RAISER-RAISED-F","0","1","","1"
"boya-NON_RAISER","boya-NON_RAISER-RAISED-B","0","","","1"
"boya-NON_RAISER","boya-NON_RAISER-UNRAISED-F","0","1","",""
"boya-NON_RAISER","boya-NON_RAISER-UNRAISED-B","17","","",""
"boyla-NON_RAISER","boyla-NON_RAISER-RAISED-F","0","1","","1"
"boyla-NON_RAISER","boyla-NON_RAISER-RAISED-B","0","","","1"
"boyla-NON_RAISER","boyla-NON_RAISER-UNRAISED-F","0","1","",""
"boyla-NON_RAISER","boyla-NON_RAISER-UNRAISED-B","1","","",""
"boyla-RAISER","boyla-RAISER-RAISED-F","0","1","","1"
"boyla-RAISER","boyla-RAISER-RAISED-B","2","","","1"
"boyla-RAISER","boyla-RAISER-UNRAISED-F","0","1","1",""
"boyla-RAISER","boyla-RAISER-UNRAISED-B","0","","1",""
"boysun-NON_RAISER","boysun-NON_RAISER-RAISED-F","0","1","","1"
"boysun-NON_RAISER","boysun-NON_RAISER-RAISED-B","0","","","1"
"boysun-NON_RAISER","boysun-NON_RAISER-UNRAISED-F","0","1","",""
"boysun-NON_RAISER","boysun-NON_RAISER-UNRAISED-B","281","","",""
"boysundur-NON_RAISER","boysundur-NON_RAISER-RAISED-F","0","1","","1"
"boysundur-NON_RAISER","boysundur-NON_RAISER-RAISED-B","0","","","1"
"boysundur-NON_RAISER","boysundur-NON_RAISER-UNRAISED-F","0","1","",""
"boysundur-NON_RAISER","boysundur-NON_RAISER-UNRAISED-B","172","","",""
"boyun-NON_RAISER","boyun-NON_RAISER-RAISED-F","0","1","","1"
"boyun-NON_RAISER","boyun-NON_RAISER-RAISED-B","0","","","1"
"boyun-NON_RAISER","boyun-NON_RAISER-UNRAISED-F","0","1","",""
"boyun-NON_RAISER","boyun-NON_RAISER-UNRAISED-B","19","","",""
"bozla-RAISER","bozla-RAISER-RAISED-F","0","1","","1"
"bozla-RAISER","bozla-RAISER-RAISED-B","2","","","1"
"bozla-RAISER","bozla-RAISER-UNRAISED-F","0","1","1",""
"bozla-RAISER","bozla-RAISER-UNRAISED-B","0","","1",""
"braziliye-RAISER","braziliye-RAISER-RAISED-F","2","1","","1"
"braziliye-RAISER","braziliye-RAISER-RAISED-B","0","","","1"
"braziliye-RAISER","braziliye-RAISER-UNRAISED-F","0","","1",""
"braziliye-RAISER","braziliye-RAISER-UNRAISED-B","0","1","1",""
"britaniye-RAISER","britaniye-RAISER-RAISED-F","1","1","","1"
"britaniye-RAISER","britaniye-RAISER-RAISED-B","0","","","1"
"britaniye-RAISER","britaniye-RAISER-UNRAISED-F","0","","1",""
"britaniye-RAISER","britaniye-RAISER-UNRAISED-B","0","1","1",""
"bronza-RAISER","bronza-RAISER-RAISED-F","0","1","","1"
"bronza-RAISER","bronza-RAISER-RAISED-B","1","","","1"
"bronza-RAISER","bronza-RAISER-UNRAISED-F","0","1","1",""
"bronza-RAISER","bronza-RAISER-UNRAISED-B","0","","1",""
"budda-RAISER","budda-RAISER-RAISED-F","0","1","","1"
"budda-RAISER","budda-RAISER-RAISED-B","2","","","1"
"budda-RAISER","budda-RAISER-UNRAISED-F","0","1","1",""
"budda-RAISER","budda-RAISER-UNRAISED-B","0","","1",""
"bughraxan-NON_RAISER","bughraxan-NON_RAISER-RAISED-F","0","1","","1"
"bughraxan-NON_RAISER","bughraxan-NON_RAISER-RAISED-B","0","","","1"
"bughraxan-NON_RAISER","bughraxan-NON_RAISER-UNRAISED-F","0","1","",""
"bughraxan-NON_RAISER","bughraxan-NON_RAISER-UNRAISED-B","18","","",""
"bügünche-RAISER","bügünche-RAISER-RAISED-F","1","","","1"
"bügünche-RAISER","bügünche-RAISER-RAISED-B","0","1","","1"
"bügünche-RAISER","bügünche-RAISER-UNRAISED-F","0","","1",""
"bügünche-RAISER","bügünche-RAISER-UNRAISED-B","0","1","1",""
"bula-NON_RAISER","bula-NON_RAISER-RAISED-F","0","1","","1"
"bula-NON_RAISER","bula-NON_RAISER-RAISED-B","0","","","1"
"bula-NON_RAISER","bula-NON_RAISER-UNRAISED-F","0","1","",""
"bula-NON_RAISER","bula-NON_RAISER-UNRAISED-B","20","","",""
"bula-RAISER","bula-RAISER-RAISED-F","0","1","","1"
"bula-RAISER","bula-RAISER-RAISED-B","5","","","1"
"bula-RAISER","bula-RAISER-UNRAISED-F","0","1","1",""
"bula-RAISER","bula-RAISER-UNRAISED-B","0","","1",""
"bulang-RAISER","bulang-RAISER-RAISED-F","0","1","","1"
"bulang-RAISER","bulang-RAISER-RAISED-B","4","","","1"
"bulang-RAISER","bulang-RAISER-UNRAISED-F","0","1","1",""
"bulang-RAISER","bulang-RAISER-UNRAISED-B","0","","1",""
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-RAISED-F","0","1","","1"
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-RAISED-B","0","","","1"
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-UNRAISED-F","0","1","",""
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-UNRAISED-B","92","","",""
"bulbul-NON_RAISER","bulbul-NON_RAISER-RAISED-F","0","1","","1"
"bulbul-NON_RAISER","bulbul-NON_RAISER-RAISED-B","0","","","1"
"bulbul-NON_RAISER","bulbul-NON_RAISER-UNRAISED-F","0","1","",""
"bulbul-NON_RAISER","bulbul-NON_RAISER-UNRAISED-B","54","","",""
"bulghariye-RAISER","bulghariye-RAISER-RAISED-F","5","1","","1"
"bulghariye-RAISER","bulghariye-RAISER-RAISED-B","0","","","1"
"bulghariye-RAISER","bulghariye-RAISER-UNRAISED-F","0","","1",""
"bulghariye-RAISER","bulghariye-RAISER-UNRAISED-B","0","1","1",""
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-RAISED-F","0","1","","1"
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-RAISED-B","0","","","1"
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-UNRAISED-F","0","1","",""
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-UNRAISED-B","4","","",""
"buljung-NON_RAISER","buljung-NON_RAISER-RAISED-F","0","1","","1"
"buljung-NON_RAISER","buljung-NON_RAISER-RAISED-B","0","","","1"
"buljung-NON_RAISER","buljung-NON_RAISER-UNRAISED-F","0","1","",""
"buljung-NON_RAISER","buljung-NON_RAISER-UNRAISED-B","16","","",""
"bultur-NON_RAISER","bultur-NON_RAISER-RAISED-F","0","1","","1"
"bultur-NON_RAISER","bultur-NON_RAISER-RAISED-B","0","","","1"
"bultur-NON_RAISER","bultur-NON_RAISER-UNRAISED-F","0","1","",""
"bultur-NON_RAISER","bultur-NON_RAISER-UNRAISED-B","1","","",""
"bulung-NON_RAISER","bulung-NON_RAISER-RAISED-F","0","1","","1"
"bulung-NON_RAISER","bulung-NON_RAISER-RAISED-B","0","","","1"
"bulung-NON_RAISER","bulung-NON_RAISER-UNRAISED-F","0","1","",""
"bulung-NON_RAISER","bulung-NON_RAISER-UNRAISED-B","45","","",""
"bulut-NON_RAISER","bulut-NON_RAISER-RAISED-F","0","1","","1"
"bulut-NON_RAISER","bulut-NON_RAISER-RAISED-B","0","","","1"
"bulut-NON_RAISER","bulut-NON_RAISER-UNRAISED-F","0","1","",""
"bulut-NON_RAISER","bulut-NON_RAISER-UNRAISED-B","130","","",""
"bunche-RAISER","bunche-RAISER-RAISED-F","212","1","","1"
"bunche-RAISER","bunche-RAISER-RAISED-B","0","","","1"
"bunche-RAISER","bunche-RAISER-UNRAISED-F","0","","1",""
"bunche-RAISER","bunche-RAISER-UNRAISED-B","0","1","1",""
"bura-NON_RAISER","bura-NON_RAISER-RAISED-F","0","1","","1"
"bura-NON_RAISER","bura-NON_RAISER-RAISED-B","0","","","1"
"bura-NON_RAISER","bura-NON_RAISER-UNRAISED-F","0","1","",""
"bura-NON_RAISER","bura-NON_RAISER-UNRAISED-B","2","","",""
"bura-RAISER","bura-RAISER-RAISED-F","0","1","","1"
"bura-RAISER","bura-RAISER-RAISED-B","22","","","1"
"bura-RAISER","bura-RAISER-UNRAISED-F","0","1","1",""
"bura-RAISER","bura-RAISER-UNRAISED-B","0","","1",""
"burader-NON_RAISER","burader-NON_RAISER-RAISED-F","0","1","","1"
"burader-NON_RAISER","burader-NON_RAISER-RAISED-B","0","","","1"
"burader-NON_RAISER","burader-NON_RAISER-UNRAISED-F","90","","",""
"burader-NON_RAISER","burader-NON_RAISER-UNRAISED-B","0","1","",""
"burader-RAISER","burader-RAISER-RAISED-F","3","1","","1"
"burader-RAISER","burader-RAISER-RAISED-B","0","","","1"
"burader-RAISER","burader-RAISER-UNRAISED-F","0","","1",""
"burader-RAISER","burader-RAISER-UNRAISED-B","0","1","1",""
"buralma-RAISER","buralma-RAISER-RAISED-F","0","1","","1"
"buralma-RAISER","buralma-RAISER-RAISED-B","1","","","1"
"buralma-RAISER","buralma-RAISER-UNRAISED-F","0","1","1",""
"buralma-RAISER","buralma-RAISER-UNRAISED-B","0","","1",""
"burash-NON_RAISER","burash-NON_RAISER-RAISED-F","0","1","","1"
"burash-NON_RAISER","burash-NON_RAISER-RAISED-B","0","","","1"
"burash-NON_RAISER","burash-NON_RAISER-UNRAISED-F","0","1","",""
"burash-NON_RAISER","burash-NON_RAISER-UNRAISED-B","1","","",""
"burma-RAISER","burma-RAISER-RAISED-F","0","1","","1"
"burma-RAISER","burma-RAISER-RAISED-B","2","","","1"
"burma-RAISER","burma-RAISER-UNRAISED-F","0","1","1",""
"burma-RAISER","burma-RAISER-UNRAISED-B","0","","1",""
"burmila-RAISER","burmila-RAISER-RAISED-F","0","1","","1"
"burmila-RAISER","burmila-RAISER-RAISED-B","15","","","1"
"burmila-RAISER","burmila-RAISER-UNRAISED-F","0","1","1",""
"burmila-RAISER","burmila-RAISER-UNRAISED-B","0","","1",""
"burul-NON_RAISER","burul-NON_RAISER-RAISED-F","0","1","","1"
"burul-NON_RAISER","burul-NON_RAISER-RAISED-B","0","","","1"
"burul-NON_RAISER","burul-NON_RAISER-UNRAISED-F","0","1","",""
"burul-NON_RAISER","burul-NON_RAISER-UNRAISED-B","324","","",""
"burun-NON_RAISER","burun-NON_RAISER-RAISED-F","0","1","","1"
"burun-NON_RAISER","burun-NON_RAISER-RAISED-B","0","","","1"
"burun-NON_RAISER","burun-NON_RAISER-UNRAISED-F","0","1","",""
"burun-NON_RAISER","burun-NON_RAISER-UNRAISED-B","97","","",""
"buruqturma-RAISER","buruqturma-RAISER-RAISED-F","0","1","","1"
"buruqturma-RAISER","buruqturma-RAISER-RAISED-B","2","","","1"
"buruqturma-RAISER","buruqturma-RAISER-UNRAISED-F","0","1","1",""
"buruqturma-RAISER","buruqturma-RAISER-UNRAISED-B","0","","1",""
"burut-NON_RAISER","burut-NON_RAISER-RAISED-F","0","1","","1"
"burut-NON_RAISER","burut-NON_RAISER-RAISED-B","0","","","1"
"burut-NON_RAISER","burut-NON_RAISER-UNRAISED-F","0","1","",""
"burut-NON_RAISER","burut-NON_RAISER-UNRAISED-B","17","","",""
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-RAISED-F","0","1","","1"
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-RAISED-B","0","","","1"
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-UNRAISED-F","0","1","",""
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-UNRAISED-B","4","","",""
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-RAISED-F","0","1","","1"
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-RAISED-B","0","","","1"
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-UNRAISED-F","2","","",""
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-UNRAISED-B","0","1","",""
"buxara-RAISER","buxara-RAISER-RAISED-F","0","1","","1"
"buxara-RAISER","buxara-RAISER-RAISED-B","2","","","1"
"buxara-RAISER","buxara-RAISER-UNRAISED-F","0","1","1",""
"buxara-RAISER","buxara-RAISER-UNRAISED-B","11","","1",""
"buyer-NON_RAISER","buyer-NON_RAISER-RAISED-F","0","1","","1"
"buyer-NON_RAISER","buyer-NON_RAISER-RAISED-B","0","","","1"
"buyer-NON_RAISER","buyer-NON_RAISER-UNRAISED-F","65","","",""
"buyer-NON_RAISER","buyer-NON_RAISER-UNRAISED-B","0","1","",""
"buyra-RAISER","buyra-RAISER-RAISED-F","0","1","","1"
"buyra-RAISER","buyra-RAISER-RAISED-B","144","","","1"
"buyra-RAISER","buyra-RAISER-UNRAISED-F","0","1","1",""
"buyra-RAISER","buyra-RAISER-UNRAISED-B","0","","1",""
"buyru-NON_RAISER","buyru-NON_RAISER-RAISED-F","0","1","","1"
"buyru-NON_RAISER","buyru-NON_RAISER-RAISED-B","0","","","1"
"buyru-NON_RAISER","buyru-NON_RAISER-UNRAISED-F","0","1","",""
"buyru-NON_RAISER","buyru-NON_RAISER-UNRAISED-B","133","","",""
"buyrut-NON_RAISER","buyrut-NON_RAISER-RAISED-F","0","1","","1"
"buyrut-NON_RAISER","buyrut-NON_RAISER-RAISED-B","0","","","1"
"buyrut-NON_RAISER","buyrut-NON_RAISER-UNRAISED-F","0","1","",""
"buyrut-NON_RAISER","buyrut-NON_RAISER-UNRAISED-B","162","","",""
"buyum-NON_RAISER","buyum-NON_RAISER-RAISED-F","0","1","","1"
"buyum-NON_RAISER","buyum-NON_RAISER-RAISED-B","0","","","1"
"buyum-NON_RAISER","buyum-NON_RAISER-UNRAISED-F","0","1","",""
"buyum-NON_RAISER","buyum-NON_RAISER-UNRAISED-B","727","","",""
"byurokratlash-RAISER","byurokratlash-RAISER-RAISED-F","0","1","","1"
"byurokratlash-RAISER","byurokratlash-RAISER-RAISED-B","1","","","1"
"byurokratlash-RAISER","byurokratlash-RAISER-UNRAISED-F","0","1","1",""
"byurokratlash-RAISER","byurokratlash-RAISER-UNRAISED-B","0","","1",""
"chachra-RAISER","chachra-RAISER-RAISED-F","0","1","","1"
"chachra-RAISER","chachra-RAISER-RAISED-B","1","","","1"
"chachra-RAISER","chachra-RAISER-UNRAISED-F","0","1","1",""
"chachra-RAISER","chachra-RAISER-UNRAISED-B","0","","1",""
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-RAISED-F","0","1","","1"
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-RAISED-B","0","","","1"
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-UNRAISED-F","0","1","",""
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-UNRAISED-B","18","","",""
"chama-RAISER","chama-RAISER-RAISED-F","0","1","","1"
"chama-RAISER","chama-RAISER-RAISED-B","37","","","1"
"chama-RAISER","chama-RAISER-UNRAISED-F","0","1","1",""
"chama-RAISER","chama-RAISER-UNRAISED-B","0","","1",""
"chamadan-NON_RAISER","chamadan-NON_RAISER-RAISED-F","0","1","","1"
"chamadan-NON_RAISER","chamadan-NON_RAISER-RAISED-B","0","","","1"
"chamadan-NON_RAISER","chamadan-NON_RAISER-UNRAISED-F","0","1","",""
"chamadan-NON_RAISER","chamadan-NON_RAISER-UNRAISED-B","4","","",""
"chamda-RAISER","chamda-RAISER-RAISED-F","0","1","","1"
"chamda-RAISER","chamda-RAISER-RAISED-B","2","","","1"
"chamda-RAISER","chamda-RAISER-UNRAISED-F","0","1","1",""
"chamda-RAISER","chamda-RAISER-UNRAISED-B","0","","1",""
"chamdam-NON_RAISER","chamdam-NON_RAISER-RAISED-F","0","1","","1"
"chamdam-NON_RAISER","chamdam-NON_RAISER-RAISED-B","0","","","1"
"chamdam-NON_RAISER","chamdam-NON_RAISER-UNRAISED-F","0","1","",""
"chamdam-NON_RAISER","chamdam-NON_RAISER-UNRAISED-B","4","","",""
"chamdam-RAISER","chamdam-RAISER-RAISED-F","0","1","","1"
"chamdam-RAISER","chamdam-RAISER-RAISED-B","1","","","1"
"chamdam-RAISER","chamdam-RAISER-UNRAISED-F","0","1","1",""
"chamdam-RAISER","chamdam-RAISER-UNRAISED-B","0","","1",""
"chamdan-NON_RAISER","chamdan-NON_RAISER-RAISED-F","0","1","","1"
"chamdan-NON_RAISER","chamdan-NON_RAISER-RAISED-B","0","","","1"
"chamdan-NON_RAISER","chamdan-NON_RAISER-UNRAISED-F","0","1","",""
"chamdan-NON_RAISER","chamdan-NON_RAISER-UNRAISED-B","1","","",""
"chamdan-RAISER","chamdan-RAISER-RAISED-F","0","1","","1"
"chamdan-RAISER","chamdan-RAISER-RAISED-B","1","","","1"
"chamdan-RAISER","chamdan-RAISER-UNRAISED-F","0","1","1",""
