"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","jinayet-B","0","1","","1"
"","jinayet-RAISE-F","215","","",""
"","jinayet-RAISE-B","0","","","1"
"jismaniyet","jismaniyet-F","0","1","",""
"","jismaniyet-B","0","1","","1"
"","jismaniyet-RAISE-F","6","","",""
"","jismaniyet-RAISE-B","0","","","1"
"jora","jora-F","0","1","1",""
"","jora-B","0","1","",""
"","jora-RAISE-F","0","","1",""
"","jora-RAISE-B","5","","",""
"joza","joza-F","0","1","1",""
"","joza-B","0","1","",""
"","joza-RAISE-F","0","","1",""
"","joza-RAISE-B","44","","",""
"jughlanma","jughlanma-F","0","1","1",""
"","jughlanma-B","0","1","",""
"","jughlanma-RAISE-F","0","","1",""
"","jughlanma-RAISE-B","12","","",""
"julala","julala-F","0","1","1",""
"","julala-B","0","1","",""
"","julala-RAISE-F","0","","1",""
"","julala-RAISE-B","4","","",""
"jumhuriyet","jumhuriyet-F","0","1","",""
"","jumhuriyet-B","0","1","","1"
"","jumhuriyet-RAISE-F","654","","",""
"","jumhuriyet-RAISE-B","4","","","1"
"jüple","jüple-F","0","1","",""
"","jüple-B","0","1","","1"
"","jüple-RAISE-F","1","","",""
"","jüple-RAISE-B","0","","","1"
"jür'et","jür'et-F","0","1","",""
"","jür'et-B","0","1","","1"
"","jür'et-RAISE-F","9","","",""
"","jür'et-RAISE-B","0","","","1"
"jurnal","jurnal-F","0","1","1",""
"","jurnal-B","0","1","",""
"","jurnal-RAISE-F","0","","1",""
"","jurnal-RAISE-B","3","","",""
"juwawa","juwawa-F","0","1","1",""
"","juwawa-B","0","1","",""
"","juwawa-RAISE-F","0","","1",""
"","juwawa-RAISE-B","2","","",""
"kachat","kachat-F","0","1","1",""
"","kachat-B","0","1","",""
"","kachat-RAISE-F","0","","1",""
"","kachat-RAISE-B","9","","",""
"kafédra","kafédra-F","0","1","1",""
"","kafédra-B","0","1","",""
"","kafédra-RAISE-F","0","","1",""
"","kafédra-RAISE-B","87","","",""
"kala","kala-F","0","1","1",""
"","kala-B","0","1","",""
"","kala-RAISE-F","0","","1",""
"","kala-RAISE-B","57","","",""
"kaliforniye","kaliforniye-F","0","1","",""
"","kaliforniye-B","0","1","","1"
"","kaliforniye-RAISE-F","8","","",""
"","kaliforniye-RAISE-B","0","","","1"
"kalla","kalla-F","0","1","1",""
"","kalla-B","0","1","",""
"","kalla-RAISE-F","0","","1",""
"","kalla-RAISE-B","199","","",""
"kamalet","kamalet-F","0","1","",""
"","kamalet-B","0","1","","1"
"","kamalet-RAISE-F","15","","",""
"","kamalet-RAISE-B","0","","","1"
"kamar","kamar-F","0","1","1",""
"","kamar-B","0","1","",""
"","kamar-RAISE-F","0","","1",""
"","kamar-RAISE-B","71","","",""
"kaméra","kaméra-F","0","1","1",""
"","kaméra-B","0","1","",""
"","kaméra-RAISE-F","0","","1",""
"","kaméra-RAISE-B","23","","",""
"kana","kana-F","0","1","1",""
"","kana-B","0","1","",""
"","kana-RAISE-F","0","","1",""
"","kana-RAISE-B","38","","",""
"kanay","kanay-F","0","1","1",""
"","kanay-B","0","1","",""
"","kanay-RAISE-F","1","","1",""
"","kanay-RAISE-B","5","","",""
"kapalet","kapalet-F","0","1","",""
"","kapalet-B","0","1","","1"
"","kapalet-RAISE-F","29","","",""
"","kapalet-RAISE-B","1","","","1"
"kapaletlen","kapaletlen-F","0","1","",""
"","kapaletlen-B","0","1","","1"
"","kapaletlen-RAISE-F","1","","",""
"","kapaletlen-RAISE-B","0","","","1"
"kapaletname","kapaletname-F","0","1","",""
"","kapaletname-B","0","1","","1"
"","kapaletname-RAISE-F","5","","",""
"","kapaletname-RAISE-B","1","","","1"
"kapsha","kapsha-F","0","1","1",""
"","kapsha-B","0","1","",""
"","kapsha-RAISE-F","0","","1",""
"","kapsha-RAISE-B","1","","",""
"karamet","karamet-F","0","1","",""
"","karamet-B","0","1","","1"
"","karamet-RAISE-F","7","","",""
"","karamet-RAISE-B","0","","","1"
"kariwat","kariwat-F","0","1","1",""
"","kariwat-B","0","1","",""
"","kariwat-RAISE-F","2","","1",""
"","kariwat-RAISE-B","26","","",""
"karta","karta-F","0","1","1",""
"","karta-B","0","1","",""
"","karta-RAISE-F","0","","1",""
"","karta-RAISE-B","61","","",""
"karwan","karwan-F","0","1","1",""
"","karwan-B","0","1","",""
"","karwan-RAISE-F","0","","1",""
"","karwan-RAISE-B","13","","",""
"karwat","karwat-F","0","1","1",""
"","karwat-B","0","1","",""
"","karwat-RAISE-F","0","","1",""
"","karwat-RAISE-B","6","","",""
"karxana","karxana-F","0","1","1",""
"","karxana-B","0","1","",""
"","karxana-RAISE-F","0","","1",""
"","karxana-RAISE-B","761","","",""
"kasa","kasa-F","0","1","1",""
"","kasa-B","0","1","",""
"","kasa-RAISE-F","0","","1",""
"","kasa-RAISE-B","2","","",""
"kasapet","kasapet-F","0","1","",""
"","kasapet-B","0","1","","1"
"","kasapet-RAISE-F","1","","",""
"","kasapet-RAISE-B","0","","","1"
"kasatlash","kasatlash-F","0","1","1",""
"","kasatlash-B","0","1","",""
"","kasatlash-RAISE-F","0","","1",""
"","kasatlash-RAISE-B","2","","",""
"kasha","kasha-F","0","1","1",""
"","kasha-B","0","1","",""
"","kasha-RAISE-F","0","","1",""
"","kasha-RAISE-B","1","","",""
"kashila","kashila-F","0","1","1",""
"","kashila-B","0","1","",""
"","kashila-RAISE-F","0","","1",""
"","kashila-RAISE-B","46","","",""
"kassa","kassa-F","0","1","1",""
"","kassa-B","0","1","",""
"","kassa-RAISE-F","0","","1",""
"","kassa-RAISE-B","35","","",""
"katégoriye","katégoriye-F","0","1","",""
"","katégoriye-B","0","1","","1"
"","katégoriye-RAISE-F","63","","",""
"","katégoriye-RAISE-B","0","","","1"
"katta","katta-F","0","1","1",""
"","katta-B","0","1","",""
"","katta-RAISE-F","0","","1",""
"","katta-RAISE-B","1","","",""
"kawa","kawa-F","0","1","1",""
"","kawa-B","0","1","",""
"","kawa-RAISE-F","0","","1",""
"","kawa-RAISE-B","10","","",""
"kawap","kawap-F","0","1","1",""
"","kawap-B","0","1","",""
"","kawap-RAISE-F","0","","1",""
"","kawap-RAISE-B","1","","",""
"kawapxana","kawapxana-F","0","1","1",""
"","kawapxana-B","0","1","",""
"","kawapxana-RAISE-F","0","","1",""
"","kawapxana-RAISE-B","3","","",""
"kelime","kelime-F","0","1","",""
"","kelime-B","0","1","","1"
"","kelime-RAISE-F","31","","",""
"","kelime-RAISE-B","0","","","1"
"kélishimname","kélishimname-F","0","1","",""
"","kélishimname-B","0","1","","1"
"","kélishimname-RAISE-F","32","","",""
"","kélishimname-RAISE-B","0","","","1"
"kembeghellesh","kembeghellesh-F","0","1","",""
"","kembeghellesh-B","0","1","","1"
"","kembeghellesh-RAISE-F","1","","",""
"","kembeghellesh-RAISE-B","0","","","1"
"kemer","kemer-F","0","1","",""
"","kemer-B","0","1","","1"
"","kemer-RAISE-F","1","","",""
"","kemer-RAISE-B","0","","","1"
"kengesh","kengesh-F","0","1","",""
"","kengesh-B","0","1","","1"
"","kengesh-RAISE-F","1","","",""
"","kengesh-RAISE-B","0","","","1"
"kengre","kengre-F","0","1","",""
"","kengre-B","0","1","","1"
"","kengre-RAISE-F","1","","",""
"","kengre-RAISE-B","0","","","1"
"kepe","kepe-F","0","1","",""
"","kepe-B","0","1","","1"
"","kepe-RAISE-F","48","","",""
"","kepe-RAISE-B","0","","","1"
"képenle","képenle-F","0","1","",""
"","képenle-B","0","1","","1"
"","képenle-RAISE-F","1","","",""
"","képenle-RAISE-B","0","","","1"
"kepter","kepter-F","0","1","",""
"","kepter-B","0","1","","1"
"","kepter-RAISE-F","1","","",""
"","kepter-RAISE-B","0","","","1"
"kerem","kerem-F","0","1","",""
"","kerem-B","0","1","","1"
"","kerem-RAISE-F","29","","",""
"","kerem-RAISE-B","0","","","1"
"kereshme","kereshme-F","0","1","",""
"","kereshme-B","0","1","","1"
"","kereshme-RAISE-F","3","","",""
"","kereshme-RAISE-B","0","","","1"
"keshte","keshte-F","0","1","",""
"","keshte-B","0","1","","1"
"","keshte-RAISE-F","8","","",""
"","keshte-RAISE-B","0","","","1"
"kesipdash","kesipdash-F","0","1","1",""
"","kesipdash-B","0","1","",""
"","kesipdash-RAISE-F","0","","1",""
"","kesipdash-RAISE-B","1","","",""
"kesiplesh","kesiplesh-F","0","1","",""
"","kesiplesh-B","0","1","","1"
"","kesiplesh-RAISE-F","4","","",""
"","kesiplesh-RAISE-B","0","","","1"
"ketküche","ketküche-F","0","1","",""
"","ketküche-B","0","1","","1"
"","ketküche-RAISE-F","20","","",""
"","ketküche-RAISE-B","0","","","1"
"ketmen","ketmen-F","0","1","",""
"","ketmen-B","0","1","","1"
"","ketmen-RAISE-F","10","","",""
"","ketmen-RAISE-B","0","","","1"
"kinaye","kinaye-F","0","1","",""
"","kinaye-B","0","1","","1"
"","kinaye-RAISE-F","45","","",""
"","kinaye-RAISE-B","2","","","1"
"kinolash","kinolash-F","0","1","1",""
"","kinolash-B","0","1","",""
"","kinolash-RAISE-F","0","","1",""
"","kinolash-RAISE-B","1","","",""
"kinoxana","kinoxana-F","0","1","1",""
"","kinoxana-B","0","1","",""
"","kinoxana-RAISE-F","0","","1",""
"","kinoxana-RAISE-B","36","","",""
"kirgüche","kirgüche-F","0","1","",""
"","kirgüche-B","0","1","","1"
"","kirgüche-RAISE-F","26","","",""
"","kirgüche-RAISE-B","0","","","1"
"kirxana","kirxana-F","0","1","1",""
"","kirxana-B","0","1","",""
"","kirxana-RAISE-F","0","","1",""
"","kirxana-RAISE-B","1","","",""
"kishenle","kishenle-F","0","1","",""
"","kishenle-B","0","1","","1"
"","kishenle-RAISE-F","1","","",""
"","kishenle-RAISE-B","0","","","1"
"kitabche","kitabche-F","0","1","",""
"","kitabche-B","0","1","","1"
"","kitabche-RAISE-F","0","","",""
"","kitabche-RAISE-B","40","","","1"
"kitabxana","kitabxana-F","0","1","1",""
"","kitabxana-B","0","1","",""
"","kitabxana-RAISE-F","2","","1",""
"","kitabxana-RAISE-B","102","","",""
"kocha","kocha-F","0","1","1",""
"","kocha-B","0","1","",""
"","kocha-RAISE-F","0","","1",""
"","kocha-RAISE-B","2019","","",""
"köchet","köchet-F","0","1","",""
"","köchet-B","0","1","","1"
"","köchet-RAISE-F","1","","",""
"","köchet-RAISE-B","0","","","1"
"kochila","kochila-F","0","1","1",""
"","kochila-B","0","1","",""
"","kochila-RAISE-F","0","","1",""
"","kochila-RAISE-B","3","","",""
"köchmen","köchmen-F","0","1","",""
"","köchmen-B","0","1","","1"
"","köchmen-RAISE-F","1","","",""
"","köchmen-RAISE-B","0","","","1"
"köchürme","köchürme-F","0","1","",""
"","köchürme-B","0","1","","1"
"","köchürme-RAISE-F","6","","",""
"","köchürme-RAISE-B","0","","","1"
"kokula","kokula-F","0","1","1",""
"","kokula-B","0","1","",""
"","kokula-RAISE-F","0","","1",""
"","kokula-RAISE-B","1","","",""
"kola","kola-F","0","1","1",""
"","kola-B","0","1","",""
"","kola-RAISE-F","0","","1",""
"","kola-RAISE-B","10","","",""
"koldurma","koldurma-F","0","1","1",""
"","koldurma-B","0","1","",""
"","koldurma-RAISE-F","0","","1",""
"","koldurma-RAISE-B","5","","",""
"kölem","kölem-F","0","1","",""
"","kölem-B","0","1","","1"
"","kölem-RAISE-F","26","","",""
"","kölem-RAISE-B","0","","","1"
"komanda","komanda-F","0","1","1",""
"","komanda-B","0","1","",""
"","komanda-RAISE-F","0","","1",""
"","komanda-RAISE-B","460","","",""
"komissariyat","komissariyat-F","0","1","1",""
"","komissariyat-B","0","1","",""
"","komissariyat-RAISE-F","0","","1",""
"","komissariyat-RAISE-B","1","","",""
"kommuna","kommuna-F","0","1","1",""
"","kommuna-B","0","1","",""
"","kommuna-RAISE-F","0","","1",""
"","kommuna-RAISE-B","3","","",""
"kompartiye","kompartiye-F","0","1","",""
"","kompartiye-B","0","1","","1"
"","kompartiye-RAISE-F","190","","",""
"","kompartiye-RAISE-B","0","","","1"
"kömürxana","kömürxana-F","0","1","1",""
"","kömürxana-B","0","1","",""
"","kömürxana-RAISE-F","0","","1",""
"","kömürxana-RAISE-B","2","","",""
"kona","kona-F","0","1","1",""
"","kona-B","0","1","",""
"","kona-RAISE-F","0","","1",""
"","kona-RAISE-B","6","","",""
"konar","konar-F","0","1","1",""
"","konar-B","0","1","",""
"","konar-RAISE-F","0","","1",""
"","konar-RAISE-B","2","","",""
"konsulxana","konsulxana-F","0","1","1",""
"","konsulxana-B","0","1","",""
"","konsulxana-RAISE-F","2.00000000000001","","1",""
"","konsulxana-RAISE-B","267","","",""
"köpey","köpey-F","0","1","",""
"","köpey-B","0","1","","1"
"","köpey-RAISE-F","7","","",""
"","köpey-RAISE-B","1","","","1"
"köpeytme","köpeytme-F","0","1","",""
"","köpeytme-B","0","1","","1"
"","köpeytme-RAISE-F","1","","",""
"","köpeytme-RAISE-B","0","","","1"
"köpinche","köpinche-F","0","1","",""
"","köpinche-B","0","1","","1"
"","köpinche-RAISE-F","75","","",""
"","köpinche-RAISE-B","0","","","1"
"köptürme","köptürme-F","0","1","",""
"","köptürme-B","0","1","","1"
"","köptürme-RAISE-F","2","","",""
"","köptürme-RAISE-B","0","","","1"
"kora","kora-F","0","1","1",""
"","kora-B","0","1","",""
"","kora-RAISE-F","0","","1",""
"","kora-RAISE-B","3","","",""
"körengle","körengle-F","0","1","",""
"","körengle-B","0","1","","1"
"","körengle-RAISE-F","4","","",""
"","körengle-RAISE-B","0","","","1"
"körgezme","körgezme-F","0","1","",""
"","körgezme-B","0","1","","1"
"","körgezme-RAISE-F","994","","",""
"","körgezme-RAISE-B","0","","","1"
"körgezmixana","körgezmixana-F","0","1","1",""
"","körgezmixana-B","0","1","",""
"","körgezmixana-RAISE-F","0","","1",""
"","körgezmixana-RAISE-B","8","","",""
"koriye","koriye-F","0","1","",""
"","koriye-B","0","1","","1"
"","koriye-RAISE-F","110","","",""
"","koriye-RAISE-B","0","","","1"
"korla","korla-F","0","1","1",""
"","korla-B","0","1","",""
"","korla-RAISE-F","0","","1",""
"","korla-RAISE-B","100","","",""
"körset","körset-F","0","1","",""
"","körset-B","0","1","","1"
"","körset-RAISE-F","371","","",""
"","körset-RAISE-B","17","","","1"
"körsetme","körsetme-F","0","1","",""
"","körsetme-B","0","1","","1"
"","körsetme-RAISE-F","139","","",""
"","körsetme-RAISE-B","0","","","1"
"kötüre","kötüre-F","0","1","",""
"","kötüre-B","0","1","","1"
"","kötüre-RAISE-F","7","","",""
"","kötüre-RAISE-B","0","","","1"
"koza","koza-F","0","1","1",""
"","koza-B","0","1","",""
"","koza-RAISE-F","0","","1",""
"","koza-RAISE-B","7","","",""
"közet","közet-F","0","1","",""
"","közet-B","0","1","","1"
"","közet-RAISE-F","45","","",""
"","közet-RAISE-B","1","","","1"
"közle","közle-F","0","1","",""
"","közle-B","0","1","","1"
"","közle-RAISE-F","87","","",""
"","közle-RAISE-B","0","","","1"
"közqarash","közqarash-F","0","1","1",""
"","közqarash-B","0","1","",""
"","közqarash-RAISE-F","0","","1",""
"","közqarash-RAISE-B","8","","",""
"kristallan","kristallan-F","0","1","1",""
"","kristallan-B","0","1","",""
"","kristallan-RAISE-F","0","","1",""
"","kristallan-RAISE-B","1","","",""
"krodiye","krodiye-F","0","1","",""
"","krodiye-B","0","1","","1"
"","krodiye-RAISE-F","1","","",""
"","krodiye-RAISE-B","0","","","1"
"kucha","kucha-F","0","1","1",""
"","kucha-B","0","1","",""
"","kucha-RAISE-F","1","","1",""
"","kucha-RAISE-B","3","","",""
"küche","küche-F","0","1","",""
"","küche-B","0","1","","1"
"","küche-RAISE-F","23","","",""
"","küche-RAISE-B","0","","","1"
"küchey","küchey-F","0","1","",""
"","küchey-B","0","1","","1"
"","küchey-RAISE-F","4","","",""
"","küchey-RAISE-B","5","","","1"
"küchlen","küchlen-F","0","1","",""
"","küchlen-B","0","1","","1"
"","küchlen-RAISE-F","31","","",""
"","küchlen-RAISE-B","1","","","1"
"küchsizlen","küchsizlen-F","0","1","",""
"","küchsizlen-B","0","1","","1"
"","küchsizlen-RAISE-F","1","","",""
"","küchsizlen-RAISE-B","0","","","1"
"kula","kula-F","0","1","1",""
"","kula-B","0","1","",""
"","kula-RAISE-F","0","","1",""
"","kula-RAISE-B","1","","",""
"külbe","külbe-F","0","1","",""
"","külbe-B","0","1","","1"
"","külbe-RAISE-F","3","","",""
"","külbe-RAISE-B","0","","","1"
"külpet","külpet-F","0","1","",""
"","külpet-B","0","1","","1"
"","külpet-RAISE-F","3","","",""
"","külpet-RAISE-B","0","","","1"
"kupayilen","kupayilen-F","0","1","",""
"","kupayilen-B","0","1","","1"
"","kupayilen-RAISE-F","1","","",""
"","kupayilen-RAISE-B","0","","","1"
"küresh","küresh-F","0","1","",""
"","küresh-B","0","1","","1"
"","küresh-RAISE-F","7","","",""
"","küresh-RAISE-B","0","","","1"
"kürpe","kürpe-F","0","1","",""
"","kürpe-B","0","1","","1"
"","kürpe-RAISE-F","1","","",""
"","kürpe-RAISE-B","0","","","1"
"küshende","küshende-F","0","1","",""
"","küshende-B","0","1","","1"
"","küshende-RAISE-F","6","","",""
"","küshende-RAISE-B","0","","","1"
"kutupxana","kutupxana-F","0","1","1",""
"","kutupxana-B","0","1","",""
"","kutupxana-RAISE-F","2.00000000000001","","1",""
"","kutupxana-RAISE-B","144","","",""
"kütüpxana","kütüpxana-F","0","1","1",""
"","kütüpxana-B","0","1","",""
"","kütüpxana-RAISE-F","8","","1",""
"","kütüpxana-RAISE-B","62","","",""
"kütüwal","kütüwal-F","0","1","1",""
"","kütüwal-B","0","1","",""
"","kütüwal-RAISE-F","1","","1",""
"","kütüwal-RAISE-B","3","","",""
"küye","küye-F","0","1","",""
"","küye-B","0","1","","1"
"","küye-RAISE-F","2","","",""
"","küye-RAISE-B","0","","","1"
"lale","lale-F","0","1","",""
"","lale-B","0","1","","1"
"","lale-RAISE-F","10","","",""
"","lale-RAISE-B","0","","","1"
"lalma","lalma-F","0","1","1",""
"","lalma-B","0","1","",""
"","lalma-RAISE-F","0","","1",""
"","lalma-RAISE-B","3","","",""
"lama","lama-F","0","1","1",""
"","lama-B","0","1","",""
"","lama-RAISE-F","0","","1",""
"","lama-RAISE-B","4","","",""
"lampa","lampa-F","0","1","1",""
"","lampa-B","0","1","",""
"","lampa-RAISE-F","0","","1",""
"","lampa-RAISE-B","5","","",""
"lata","lata-F","0","1","1",""
"","lata-B","0","1","",""
"","lata-RAISE-F","0","","1",""
"","lata-RAISE-B","23","","",""
"latapet","latapet-F","0","1","",""
"","latapet-B","0","1","","1"
"","latapet-RAISE-F","1","","",""
"","latapet-RAISE-B","0","","","1"
"lawa","lawa-F","0","1","1",""
"","lawa-B","0","1","",""
"","lawa-RAISE-F","0","","1",""
"","lawa-RAISE-B","4","","",""
"layihe","layihe-F","0","1","",""
"","layihe-B","0","1","","1"
"","layihe-RAISE-F","1065","","",""
"","layihe-RAISE-B","1","","","1"
"layihele","layihele-F","0","1","",""
"","layihele-B","0","1","","1"
"","layihele-RAISE-F","3","","",""
"","layihele-RAISE-B","0","","","1"
"layihelesh","layihelesh-F","0","1","",""
"","layihelesh-B","0","1","","1"
"","layihelesh-RAISE-F","1","","",""
"","layihelesh-RAISE-B","0","","","1"
"laza","laza-F","0","1","1",""
"","laza-B","0","1","",""
"","laza-RAISE-F","0","","1",""
"","laza-RAISE-B","6","","",""
"lehze","lehze-F","0","1","",""
"","lehze-B","0","1","","1"
"","lehze-RAISE-F","4","","",""
"","lehze-RAISE-B","0","","","1"
"lenet","lenet-F","0","1","",""
"","lenet-B","0","1","","1"
"","lenet-RAISE-F","17","","",""
"","lenet-RAISE-B","0","","","1"
"lengmen","lengmen-F","0","1","",""
"","lengmen-B","0","1","","1"
"","lengmen-RAISE-F","1","","",""
"","lengmen-RAISE-B","0","","","1"
"lepilde","lepilde-F","0","1","",""
"","lepilde-B","0","1","","1"
"","lepilde-RAISE-F","8","","",""
"","lepilde-RAISE-B","0","","","1"
"lerze","lerze-F","0","1","",""
"","lerze-B","0","1","","1"
"","lerze-RAISE-F","177","","",""
"","lerze-RAISE-B","0","","","1"
"letipe","letipe-F","0","1","",""
"","letipe-B","0","1","","1"
"","letipe-RAISE-F","37","","",""
"","letipe-RAISE-B","0","","","1"
"lexme","lexme-F","0","1","",""
"","lexme-B","0","1","","1"
"","lexme-RAISE-F","2","","",""
"","lexme-RAISE-B","0","","","1"
"leyle","leyle-F","0","1","",""
"","leyle-B","0","1","","1"
"","leyle-RAISE-F","3","","",""
"","leyle-RAISE-B","0","","","1"
"lezzet","lezzet-F","0","1","",""
"","lezzet-B","0","1","","1"
"","lezzet-RAISE-F","8","","",""
"","lezzet-RAISE-B","0","","","1"
"lezzetlen","lezzetlen-F","0","1","",""
"","lezzetlen-B","0","1","","1"
"","lezzetlen-RAISE-F","2","","",""
"","lezzetlen-RAISE-B","0","","","1"
"lutpulla","lutpulla-F","0","1","1",""
"","lutpulla-B","0","1","",""
"","lutpulla-RAISE-F","0","","1",""
"","lutpulla-RAISE-B","1","","",""
"madda","madda-F","0","1","1",""
"","madda-B","0","1","",""
"","madda-RAISE-F","0","","1",""
"","madda-RAISE-B","1114","","",""
"maharet","maharet-F","0","1","",""
"","maharet-B","0","1","","1"
"","maharet-RAISE-F","116","","",""
"","maharet-RAISE-B","1","","","1"
"mahiyet","mahiyet-F","0","1","",""
"","mahiyet-B","0","1","","1"
"","mahiyet-RAISE-F","146","","",""
