"","","","VAgree","HarmonizeBack","HarmonizeFront"
"","kora-RAISE-B","3","","","0.0297306612003618"
"körengle","körengle-RAISE-F","4","","0.310373924070696",""
"","körengle-RAISE-B","0","1","","0.689626075929304"
"körgezme","körgezme-RAISE-F","994","","0.0116305735142587",""
"","körgezme-RAISE-B","0","1","","0.988369426485741"
"körgezmixana","körgezmixana-RAISE-F","0","1","0.959704900845642",""
"","körgezmixana-RAISE-B","8","","","0.0402950991543579"
"koriye","koriye-RAISE-F","110","1","0.00582656733160759",""
"","koriye-RAISE-B","0","","","0.994173432668392"
"korla","korla-RAISE-F","0","1","0.99613779942513",""
"","korla-RAISE-B","100","","","0.00386220057486986"
"körset","körset-RAISE-F","371","","0.00320445555176614",""
"","körset-RAISE-B","17","1","","0.996795544448234"
"körsetme","körsetme-RAISE-F","139","","0.0537900282556784",""
"","körsetme-RAISE-B","0","1","","0.946209971744322"
"kötüre","kötüre-RAISE-F","7","","0.0232478563602993",""
"","kötüre-RAISE-B","0","1","","0.976752143639701"
"koza","koza-RAISE-F","0","1","0.981853572371834",""
"","koza-RAISE-B","7","","","0.0181464276281659"
"közet","közet-RAISE-F","45","","0.0296379551066671",""
"","közet-RAISE-B","1","1","","0.970362044893333"
"közle","közle-RAISE-F","87","","0.00633721470450836",""
"","közle-RAISE-B","0","1","","0.993662785295492"
"közqarash","közqarash-RAISE-F","0","1","0.993096494382015",""
"","közqarash-RAISE-B","8","","","0.00690350561798492"
"kristallan","kristallan-RAISE-F","0","1","0.835853492011631",""
"","kristallan-RAISE-B","1","","","0.164146507988369"
"krodiye","krodiye-RAISE-F","1","1","0.0513265836128374",""
"","krodiye-RAISE-B","0","","","0.948673416387163"
"kucha","kucha-RAISE-F","1","1","0.996197995936704",""
"","kucha-RAISE-B","3","","","0.00380200406329634"
"küche","küche-RAISE-F","23","","0.107280889037709",""
"","küche-RAISE-B","0","1","","0.892719110962291"
"küchey","küchey-RAISE-F","4","","0.00842690080334772",""
"","küchey-RAISE-B","5","1","","0.991573099196652"
"küchlen","küchlen-RAISE-F","31","","0.0471295692264761",""
"","küchlen-RAISE-B","1","1","","0.952870430773524"
"küchsizlen","küchsizlen-RAISE-F","1","","0.363844961821523",""
"","küchsizlen-RAISE-B","0","1","","0.636155038178477"
"kula","kula-RAISE-F","0","1","0.974851967842422",""
"","kula-RAISE-B","1","","","0.0251480321575779"
"külbe","külbe-RAISE-F","3","","0.112824141736862",""
"","külbe-RAISE-B","0","1","","0.887175858263138"
"külpet","külpet-RAISE-F","3","","0.0032828284034878",""
"","külpet-RAISE-B","0","1","","0.996717171596512"
"kupayilen","kupayilen-RAISE-F","1","1","0.0463381365584778",""
"","kupayilen-RAISE-B","0","","","0.953661863441522"
"küresh","küresh-RAISE-F","7","","0.00219564808716498",""
"","küresh-RAISE-B","0","1","","0.997804351912835"
"kürpe","kürpe-RAISE-F","1","","0.489178423338703",""
"","kürpe-RAISE-B","0","1","","0.510821576661297"
"küshende","küshende-RAISE-F","6","","0.127982467464751",""
"","küshende-RAISE-B","0","1","","0.872017532535249"
"kutupxana","kutupxana-RAISE-F","2.00000000000001","1","0.992713433465075",""
"","kutupxana-RAISE-B","144","","","0.00728656653492477"
"kütüpxana","kütüpxana-RAISE-F","8","1","0.988942836292005",""
"","kütüpxana-RAISE-B","62","","","0.0110571637079951"
"kütüwal","kütüwal-RAISE-F","1","","0.99578650645748",""
"","kütüwal-RAISE-B","3","1","","0.00421349354252043"
"küye","küye-RAISE-F","2","","0.0247967219398173",""
"","küye-RAISE-B","0","1","","0.975203278060183"
"lale","lale-RAISE-F","10","1","0.0176205510794295",""
"","lale-RAISE-B","0","","","0.98237944892057"
"lalma","lalma-RAISE-F","0","1","0.902005452987767",""
"","lalma-RAISE-B","3","","","0.0979945470122329"
"lama","lama-RAISE-F","0","1","0.996407796779101",""
"","lama-RAISE-B","4","","","0.00359220322089937"
"lampa","lampa-RAISE-F","0","1","0.977011462664599",""
"","lampa-RAISE-B","5","","","0.0229885373354008"
"lata","lata-RAISE-F","0","1","0.987936631943959",""
"","lata-RAISE-B","23","","","0.0120633680560408"
"latapet","latapet-RAISE-F","1","1","0.0179739853903571",""
"","latapet-RAISE-B","0","","","0.982026014609643"
"lawa","lawa-RAISE-F","0","1","0.96816794342223",""
"","lawa-RAISE-B","4","","","0.0318320565777703"
"layihe","layihe-RAISE-F","1065","1","0.00452101891007671",""
"","layihe-RAISE-B","1","","","0.995478981089923"
"layihele","layihele-RAISE-F","3","","0.0160693291584241",""
"","layihele-RAISE-B","0","1","","0.983930670841576"
"layihelesh","layihelesh-RAISE-F","1","","0.310373924070696",""
"","layihelesh-RAISE-B","0","1","","0.689626075929304"
"laza","laza-RAISE-F","0","1","0.98594513835353",""
"","laza-RAISE-B","6","","","0.0140548616464702"
"lehze","lehze-RAISE-F","4","","0.0469111907439051",""
"","lehze-RAISE-B","0","1","","0.953088809256095"
"lenet","lenet-RAISE-F","17","","0.0100454776120335",""
"","lenet-RAISE-B","0","1","","0.989954522387967"
"lengmen","lengmen-RAISE-F","1","","0.00630053388608221",""
"","lengmen-RAISE-B","0","1","","0.993699466113918"
"lepilde","lepilde-RAISE-F","8","","0.158521995593819",""
"","lepilde-RAISE-B","0","1","","0.841478004406181"
"lerze","lerze-RAISE-F","177","","0.0751524552684258",""
"","lerze-RAISE-B","0","1","","0.924847544731574"
"letipe","letipe-RAISE-F","37","","0.0250951338732515",""
"","letipe-RAISE-B","0","1","","0.974904866126749"
"lexme","lexme-RAISE-F","2","","0.0186507132175554",""
"","lexme-RAISE-B","0","1","","0.981349286782445"
"leyle","leyle-RAISE-F","3","","0.0786628154918517",""
"","leyle-RAISE-B","0","1","","0.921337184508148"
"lezzet","lezzet-RAISE-F","8","","0.00659072555478447",""
"","lezzet-RAISE-B","0","1","","0.993409274445216"
"lezzetlen","lezzetlen-RAISE-F","2","","0.112824141736862",""
"","lezzetlen-RAISE-B","0","1","","0.887175858263138"
"lutpulla","lutpulla-RAISE-F","0","1","0.995162468980491",""
"","lutpulla-RAISE-B","1","","","0.00483753101950879"
"madda","madda-RAISE-F","0","1","0.996858649232651",""
"","madda-RAISE-B","1114","","","0.003141350767349"
"maharet","maharet-RAISE-F","116","1","0.00705260718605363",""
"","maharet-RAISE-B","1","","","0.992947392813946"
"mahiyet","mahiyet-RAISE-F","146","1","0.00957875663065164",""
"","mahiyet-RAISE-B","0","","","0.990421243369348"
"maje","maje-RAISE-F","1","1","0.0262732510447138",""
"","maje-RAISE-B","0","","","0.973726748955286"
"makanlash","makanlash-RAISE-F","0","1","0.983126908429983",""
"","makanlash-RAISE-B","9","","","0.0168730915700175"
"makédoniye","makédoniye-RAISE-F","1","1","0.0116123933226383",""
"","makédoniye-RAISE-B","0","","","0.988387606677362"
"malamet","malamet-RAISE-F","2","1","0.0164325244448323",""
"","malamet-RAISE-B","0","","","0.983567475555168"
"malay","malay-RAISE-F","2","1","0.989391656124369",""
"","malay-RAISE-B","0","","","0.0106083438756314"
"malta","malta-RAISE-F","0","1","0.975111924838403",""
"","malta-RAISE-B","2","","","0.0248880751615973"
"manglay","manglay-RAISE-F","0","1","0.992894794264471",""
"","manglay-RAISE-B","25","","","0.00710520573552931"
"manta","manta-RAISE-F","0","1","0.99108721071503",""
"","manta-RAISE-B","21","","","0.00891278928496952"
"maqulla","maqulla-RAISE-F","0","1","0.994781669381784",""
"","maqulla-RAISE-B","65","","","0.00521833061821619"
"mashina","mashina-RAISE-F","0","1","0.996727583119358",""
"","mashina-RAISE-B","419","","","0.0032724168806415"
"mashinilash","mashinilash-RAISE-F","0","1","0.9539805436806",""
"","mashinilash-RAISE-B","1","","","0.0460194563193999"
"mashna","mashna-RAISE-F","0","1","0.941993045114454",""
"","mashna-RAISE-B","5","","","0.0580069548855457"
"maslash","maslash-RAISE-F","0","1","0.991929308665506",""
"","maslash-RAISE-B","45","","","0.00807069133449378"
"massa","massa-RAISE-F","0","1","0.980286288429486",""
"","massa-RAISE-B","12","","","0.0197137115705143"
"maxta","maxta-RAISE-F","0","1","0.993223396461002",""
"","maxta-RAISE-B","28","","","0.00677660353899823"
"maysa","maysa-RAISE-F","3","1","0.982808741554718",""
"","maysa-RAISE-B","16","","","0.0171912584452825"
"mazar","mazar-RAISE-F","0","1","0.996594294659799",""
"","mazar-RAISE-B","55","","","0.00340570534020102"
"medeniyet","medeniyet-RAISE-F","1140","","0.00191000727916795",""
"","medeniyet-RAISE-B","1","1","","0.998089992720832"
"medeniylesh","medeniylesh-RAISE-F","1","","0.217307810619365",""
"","medeniylesh-RAISE-B","0","1","","0.782692189380635"
"medet","medet-RAISE-F","2","","0.00262848874075756",""
"","medet-RAISE-B","0","1","","0.997371511259242"
"medhiyile","medhiyile-RAISE-F","23","","0.00902507716531547",""
"","medhiyile-RAISE-B","0","1","","0.990974922834685"
"mediniyet","mediniyet-RAISE-F","6","","0.0198753391728318",""
"","mediniyet-RAISE-B","0","1","","0.980124660827168"
"medrise","medrise-RAISE-F","241","","0.0232441096875491",""
"","medrise-RAISE-B","0","1","","0.976755890312451"
"méduza","méduza-RAISE-F","0","1","0.950650127056663",""
"","méduza-RAISE-B","1","","","0.0493498729433366"
"meghlubiyet","meghlubiyet-RAISE-F","18","1","0.0047847698339892",""
"","meghlubiyet-RAISE-B","0","","","0.995215230166011"
"meghrurlan","meghrurlan-RAISE-F","0","1","0.987288429361677",""
"","meghrurlan-RAISE-B","13","","","0.0127115706383226"
"mehbube","mehbube-RAISE-F","1","1","0.0442120828811863",""
"","mehbube-RAISE-B","0","","","0.955787917118814"
"mehelle","mehelle-RAISE-F","1443","","0.0118477478962087",""
"","mehelle-RAISE-B","0","1","","0.988152252103791"
"méhmanxana","méhmanxana-RAISE-F","0","1","0.996720125909832",""
"","méhmanxana-RAISE-B","597","","","0.00327987409016761"
"mehrem","mehrem-RAISE-F","1","","0.0330704783992487",""
"","mehrem-RAISE-B","0","1","","0.966929521600751"
"mejburiyet","mejburiyet-RAISE-F","72","1","0.0130317594688249",""
"","mejburiyet-RAISE-B","0","","","0.986968240531175"
"mejlisxana","mejlisxana-RAISE-F","0","1","0.959202754829886",""
"","mejlisxana-RAISE-B","4","","","0.0407972451701136"
"memedana","memedana-RAISE-F","0","1","0.880924449858283",""
"","memedana-RAISE-B","1","","","0.119075550141717"
"memuriyet","memuriyet-RAISE-F","129","1","0.0263803996261101",""
"","memuriyet-RAISE-B","0","","","0.97361960037389"
"menche","menche-RAISE-F","0","","0.879083767780266",""
"","menche-RAISE-B","1","1","","0.120916232219734"
"menpe'et","menpe'et-RAISE-F","194","","0.00188958373552147",""
"","menpe'et-RAISE-B","0","1","","0.998110416264478"
"mensep","mensep-RAISE-F","9","","0.00551545165151782",""
"","mensep-RAISE-B","0","1","","0.994484548348482"
"menzire","menzire-RAISE-F","292","","0.0188027593465624",""
"","menzire-RAISE-B","1","1","","0.981197240653438"
"mepkure","mepkure-RAISE-F","31","1","0.0250770719541266",""
"","mepkure-RAISE-B","4","","","0.974922928045873"
"meqbere","meqbere-RAISE-F","15","","0.0422622704076422",""
"","meqbere-RAISE-B","0","1","","0.957737729592358"
"merhemet","merhemet-RAISE-F","3","","0.00431469545411771",""
"","merhemet-RAISE-B","0","1","","0.995685304545882"
"merkezlesh","merkezlesh-RAISE-F","5","","0.0195003133658172",""
"","merkezlesh-RAISE-B","0","1","","0.980499686634183"
"mertiwe","mertiwe-RAISE-F","216","","0.0289198624925419",""
"","mertiwe-RAISE-B","0","1","","0.971080137507458"
"mes'uliyet","mes'uliyet-RAISE-F","45","1","0.0077250343384782",""
"","mes'uliyet-RAISE-B","0","","","0.992274965661522"
"mese","mese-RAISE-F","53","","0.118271856331559",""
"","mese-RAISE-B","0","1","","0.881728143668441"
"mesel","mesel-RAISE-F","17","","0.0231879215354315",""
"","mesel-RAISE-B","0","1","","0.976812078464569"
"meshrep","meshrep-RAISE-F","16","","0.00473250213411251",""
"","meshrep-RAISE-B","0","1","","0.995267497865888"
"mesile","mesile-RAISE-F","14189","","0.00466244355055245",""
"","mesile-RAISE-B","0","1","","0.995337556449448"
"mesle","mesle-RAISE-F","58","","0.0723434631863964",""
"","mesle-RAISE-B","0","1","","0.927656536813604"
"meslihet","meslihet-RAISE-F","41","","0.00231736618661234",""
"","meslihet-RAISE-B","0","1","","0.997682633813388"
"meslihetlesh","meslihetlesh-RAISE-F","3","","0.0656301928632167",""
"","meslihetlesh-RAISE-B","0","1","","0.934369807136783"
"mestane","mestane-RAISE-F","4","1","0.204636676430194",""
"","mestane-RAISE-B","4","","","0.795363323569806"
"mesxire","mesxire-RAISE-F","112","","0.00761297596366174",""
"","mesxire-RAISE-B","0","1","","0.992387024036338"
"mewjudiyet","mewjudiyet-RAISE-F","14","1","0.0254035602197112",""
"","mewjudiyet-RAISE-B","0","","","0.974596439780289"
"meyde","meyde-RAISE-F","171","","0.0487430284709157",""
"","meyde-RAISE-B","0","1","","0.951256971529084"
"meyüslen","meyüslen-RAISE-F","3","","0.0239586526095623",""
"","meyüslen-RAISE-B","0","1","","0.976041347390438"
"meyxana","meyxana-RAISE-F","2","1","0.969961676348926",""
"","meyxana-RAISE-B","5","","","0.0300383236510735"
"meze","meze-RAISE-F","6","","0.113241641620304",""
"","meze-RAISE-B","0","1","","0.886758358379696"
"mezheb","mezheb-RAISE-F","9","","0.0318826199542056",""
"","mezheb-RAISE-B","0","1","","0.968117380045794"
"mezhep","mezhep-RAISE-F","49","","0.0109961596502017",""
"","mezhep-RAISE-B","0","1","","0.989003840349798"
"mezze","mezze-RAISE-F","72","","0.0622421618002881",""
"","mezze-RAISE-B","0","1","","0.937757838199712"
"miniatyura","miniatyura-RAISE-F","0","1","0.984758781166456",""
"","miniatyura-RAISE-B","58","","","0.015241218833544"
"mirzaxana","mirzaxana-RAISE-F","0","1","0.835853492011631",""
"","mirzaxana-RAISE-B","1","","","0.164146507988369"
"möjize","möjize-RAISE-F","106","","0.0226325164066084",""
"","möjize-RAISE-B","0","1","","0.977367483593392"
"mölcher","mölcher-RAISE-F","4","","0.00661270577721408",""
"","mölcher-RAISE-B","0","1","","0.993387294222786"
"mölcherle","mölcherle-RAISE-F","69","","0.0161467080550691",""
"","mölcherle-RAISE-B","0","1","","0.983853291944931"
"molékula","molékula-RAISE-F","0","1","0.975964395538311",""
"","molékula-RAISE-B","4","","","0.0240356044616892"
"molla","molla-RAISE-F","0","1","0.996208156838065",""
"","molla-RAISE-B","112","","","0.00379184316193537"
"mollash","mollash-RAISE-F","0","1","0.940683454504725",""
"","mollash-RAISE-B","1","","","0.0593165454952754"
"moma","moma-RAISE-F","0","1","0.996621016508854",""
"","moma-RAISE-B","79","","","0.00337898349114629"
"momay","momay-RAISE-F","0","1","0.996417385565944",""
"","momay-RAISE-B","1","","","0.00358261443405639"
"mora","mora-RAISE-F","0","1","0.973960512268358",""
"","mora-RAISE-B","3","","","0.0260394877316422"
"mötiwer","mötiwer-RAISE-F","1","","0.00346319433825931",""
"","mötiwer-RAISE-B","0","1","","0.996536805661741"
"mozay","mozay-RAISE-F","0","1","0.989497020600408",""
"","mozay-RAISE-B","7","","","0.0105029793995922"
"mu'amile","mu'amile-RAISE-F","678","1","0.00446384395734891",""
"","mu'amile-RAISE-B","0","","","0.995536156042651"
"mu'essese","mu'essese-RAISE-F","43","","0.00986985559915697",""
"","mu'essese-RAISE-B","0","1","","0.990130144400843"
"mudapi'e","mudapi'e-RAISE-F","1","1","0.00168056258560274",""
"","mudapi'e-RAISE-B","0","","","0.998319437414397"
"mudapi'elen","mudapi'elen-RAISE-F","2","","0.201338815748044",""
"","mudapi'elen-RAISE-B","0","1","","0.798661184251956"
"mudaxile","mudaxile-RAISE-F","16","1","0.0104856811238829",""
"","mudaxile-RAISE-B","1","","","0.989514318876117"
"muddet","muddet-RAISE-F","8","1","0.00286241065546505",""
"","muddet-RAISE-B","0","","","0.997137589344535"
"mudiriyet","mudiriyet-RAISE-F","2","1","0.031273061003486",""
"","mudiriyet-RAISE-B","0","","","0.968726938996514"
"muharibe","muharibe-RAISE-F","1","1","0.489178423338703",""
"","muharibe-RAISE-B","0","","","0.510821576661297"
"muhasire","muhasire-RAISE-F","81","1","0.0535023078299844",""
"","muhasire-RAISE-B","0","","","0.946497692170016"
"muhebbet","muhebbet-RAISE-F","72","","0.00381297663865319",""
"","muhebbet-RAISE-B","0","1","","0.996187023361347"
"muhebbetlesh","muhebbetlesh-RAISE-F","2","","0.1046777931361",""
"","muhebbetlesh-RAISE-B","0","1","","0.8953222068639"
"mujessemle","mujessemle-RAISE-F","2","","0.0217475620161484",""
"","mujessemle-RAISE-B","0","1","","0.978252437983852"
"mukapatla","mukapatla-RAISE-F","0","1","0.988734497442885",""
"","mukapatla-RAISE-B","19","","","0.011265502557115"
"mukemmellesh","mukemmellesh-RAISE-F","5","","0.0854793506946523",""
"","mukemmellesh-RAISE-B","0","1","","0.914520649305348"
"mulahize","mulahize-RAISE-F","731","1","0.00674637885813532",""
"","mulahize-RAISE-B","1","","","0.993253621141865"
"mulazimet","mulazimet-RAISE-F","36","1","0.00552636285687961",""
"","mulazimet-RAISE-B","1","","","0.99447363714312"
"muma","muma-RAISE-F","0","1","0.880924449858283",""
"","muma-RAISE-B","1","","","0.119075550141717"
"munare","munare-RAISE-F","3","1","0.0554605071307923",""
"","munare-RAISE-B","12","","","0.944539492869208"
"munasiwet","munasiwet-RAISE-F","681","1","0.00118714192115566",""
"","munasiwet-RAISE-B","1","","","0.998812858078844"
"munasiwetlesh","munasiwetlesh-RAISE-F","1","","0.211852806165043",""
"","munasiwetlesh-RAISE-B","0","1","","0.788147193834957"
"munazire","munazire-RAISE-F","762","1","0.00495039737307717",""
"","munazire-RAISE-B","0","","","0.995049602626923"
"munazirilesh","munazirilesh-RAISE-F","4","1","0.0713471734576872",""
"","munazirilesh-RAISE-B","0","","","0.928652826542313"
"munber","munber-RAISE-F","152","1","0.0144130614487162",""
"","munber-RAISE-B","2","","","0.985586938551284"
"mungdash","mungdash-RAISE-F","0","1","0.987133352823313",""
"","mungdash-RAISE-B","15","","","0.0128666471766865"
"munglan","munglan-RAISE-F","0","1","0.965914629283237",""
"","munglan-RAISE-B","1","","","0.0340853707167631"
"muntizimlash","muntizimlash-RAISE-F","0","1","0.939814618134212",""
"","muntizimlash-RAISE-B","2","","","0.0601853818657878"
"muqawa","muqawa-RAISE-F","0","1","0.988022867191567",""
"","muqawa-RAISE-B","82","","","0.0119771328084329"
"muqeddime","muqeddime-RAISE-F","114","","0.0326759630181661",""
"","muqeddime-RAISE-B","0","1","","0.967324036981834"
"muraji'et","muraji'et-RAISE-F","10","1","0.00302786846521428",""
"","muraji'et-RAISE-B","0","","","0.996972131534786"
"murat","murat-RAISE-F","0","1","0.997670140955854",""
