"","","","VAgree","HarmonizeBack","HarmonizeFront"
"yardemlesh","yardemlesh-RAISE-F","17","","",""
"","yardemlesh-RAISE-B","2","1","","1"
"yasa","yasa-RAISE-F","0","1","1",""
"","yasa-RAISE-B","51","","",""
"yasal","yasal-RAISE-F","0","1","1",""
"","yasal-RAISE-B","28","","",""
"yasalma","yasalma-RAISE-F","0","1","1",""
"","yasalma-RAISE-B","14","","",""
"yasan","yasan-RAISE-F","0","1","1",""
"","yasan-RAISE-B","10","","",""
"yasash","yasash-RAISE-F","0","1","1",""
"","yasash-RAISE-B","10","","",""
"yasat","yasat-RAISE-F","0","1","1",""
"","yasat-RAISE-B","1","","",""
"yasha","yasha-RAISE-F","0","1","1",""
"","yasha-RAISE-B","354","","",""
"yashlash","yashlash-RAISE-F","0","1","1",""
"","yashlash-RAISE-B","2","","",""
"yashna","yashna-RAISE-F","0","1","1",""
"","yashna-RAISE-B","1","","",""
"yashnat","yashnat-RAISE-F","0","1","1",""
"","yashnat-RAISE-B","1","","",""
"yasighucha","yasighucha-RAISE-F","0","1","1",""
"","yasighucha-RAISE-B","7","","",""
"yataqxana","yataqxana-RAISE-F","0","1","1",""
"","yataqxana-RAISE-B","9","","",""
"yatlash","yatlash-RAISE-F","0","1","1",""
"","yatlash-RAISE-B","11","","",""
"yawropa","yawropa-RAISE-F","0","1","1",""
"","yawropa-RAISE-B","3","","",""
"yaxshila","yaxshila-RAISE-F","0","1","1",""
"","yaxshila-RAISE-B","100","","",""
"yayla","yayla-RAISE-F","0","1","1",""
"","yayla-RAISE-B","1","","",""
"yazma","yazma-RAISE-F","0","1","1",""
"","yazma-RAISE-B","495","","",""
"yekshenbe","yekshenbe-RAISE-F","34","","",""
"","yekshenbe-RAISE-B","0","1","","1"
"yekünle","yekünle-RAISE-F","9","","",""
"","yekünle-RAISE-B","0","1","","1"
"yenggüshle","yenggüshle-RAISE-F","5","","",""
"","yenggüshle-RAISE-B","0","1","","1"
"yéngisheher","yéngisheher-RAISE-F","1","","",""
"","yéngisheher-RAISE-B","0","1","","1"
"yerlesh","yerlesh-RAISE-F","44","","",""
"","yerlesh-RAISE-B","0","1","","1"
"yeshme","yeshme-RAISE-F","3","","",""
"","yeshme-RAISE-B","0","1","","1"
"yette","yette-RAISE-F","52","","",""
"","yette-RAISE-B","0","1","","1"
"yilname","yilname-RAISE-F","15","1","",""
"","yilname-RAISE-B","10","","","1"
"yola","yola-RAISE-F","0","1","1",""
"","yola-RAISE-B","24","","",""
"yolbashlash","yolbashlash-RAISE-F","0","1","1",""
"","yolbashlash-RAISE-B","1","","",""
"yoldash","yoldash-RAISE-F","0","1","1",""
"","yoldash-RAISE-B","18","","",""
"yöle","yöle-RAISE-F","11","","",""
"","yöle-RAISE-B","0","1","","1"
"yolla","yolla-RAISE-F","0","1","1",""
"","yolla-RAISE-B","78","","",""
"yollanma","yollanma-RAISE-F","0","1","1",""
"","yollanma-RAISE-B","71","","",""
"yolwas","yolwas-RAISE-F","0","1","1",""
"","yolwas-RAISE-B","1","","",""
"yota","yota-RAISE-F","0","1","1",""
"","yota-RAISE-B","7","","",""
"yötel","yötel-RAISE-F","2","","",""
"","yötel-RAISE-B","0","1","","1"
"yugoslawiye","yugoslawiye-RAISE-F","3","1","",""
"","yugoslawiye-RAISE-B","0","","","1"
"yumila","yumila-RAISE-F","0","1","1",""
"","yumila-RAISE-B","1","","",""
"yumsha","yumsha-RAISE-F","0","1","1",""
"","yumsha-RAISE-B","9","","",""
"yunanche","yunanche-RAISE-F","0","1","",""
"","yunanche-RAISE-B","3","","","1"
"yunda","yunda-RAISE-F","0","1","1",""
"","yunda-RAISE-B","3","","",""
"yuqumlan","yuqumlan-RAISE-F","0","1","1",""
"","yuqumlan-RAISE-B","9","","",""
"yurtdash","yurtdash-RAISE-F","0","1","1",""
"","yurtdash-RAISE-B","1","","",""
"yüze","yüze-RAISE-F","3","","",""
"","yüze-RAISE-B","0","1","","1"
"yüzle","yüzle-RAISE-F","1","","",""
"","yüzle-RAISE-B","0","1","","1"
"yüzlen","yüzlen-RAISE-F","1","","",""
"","yüzlen-RAISE-B","0","1","","1"
"zamane","zamane-RAISE-F","11","1","",""
"","zamane-RAISE-B","219","","","1"
"zamaniwilash","zamaniwilash-RAISE-F","0","1","1",""
"","zamaniwilash-RAISE-B","15","","",""
"zapas","zapas-RAISE-F","0","1","1",""
"","zapas-RAISE-B","34","","",""
"zapchas","zapchas-RAISE-F","0","1","1",""
"","zapchas-RAISE-B","1","","",""
"zarla","zarla-RAISE-F","0","1","1",""
"","zarla-RAISE-B","8","","",""
"ze'iplesh","ze'iplesh-RAISE-F","10","","",""
"","ze'iplesh-RAISE-B","0","1","","1"
"zeher","zeher-RAISE-F","2","","",""
"","zeher-RAISE-B","0","1","","1"
"zeherle","zeherle-RAISE-F","32","","",""
"","zeherle-RAISE-B","1","1","","1"
"zeherxende","zeherxende-RAISE-F","13","","",""
"","zeherxende-RAISE-B","0","1","","1"
"zenjirle","zenjirle-RAISE-F","2","","",""
"","zenjirle-RAISE-B","0","1","","1"
"zerbe","zerbe-RAISE-F","233","","",""
"","zerbe-RAISE-B","0","1","","1"
"zerde","zerde-RAISE-F","5","","",""
"","zerde-RAISE-B","0","1","","1"
"zeretle","zeretle-RAISE-F","3","","",""
"","zeretle-RAISE-B","0","1","","1"
"zerre","zerre-RAISE-F","8","","",""
"","zerre-RAISE-B","0","1","","1"
"zeypane","zeypane-RAISE-F","1","1","",""
"","zeypane-RAISE-B","0","","","1"
"zhornal","zhornal-RAISE-F","0","1","1",""
"","zhornal-RAISE-B","53","","",""
"zhurnal","zhurnal-RAISE-F","0","1","1",""
"","zhurnal-RAISE-B","562","","",""
"ziyapet","ziyapet-RAISE-F","144","1","",""
"","ziyapet-RAISE-B","1","","","1"
"ziyaret","ziyaret-RAISE-F","784","1","",""
"","ziyaret-RAISE-B","2","","","1"
"zona","zona-RAISE-F","0","1","1",""
"","zona-RAISE-B","118","","",""
"zoray","zoray-RAISE-F","0","1","1",""
"","zoray-RAISE-B","38","","",""
"zorla","zorla-RAISE-F","0","1","1",""
"","zorla-RAISE-B","37","","",""
"zörüriyet","zörüriyet-RAISE-F","21","","",""
"","zörüriyet-RAISE-B","0","1","","1"
"zulmet","zulmet-RAISE-F","7","1","",""
"","zulmet-RAISE-B","0","","","1"
"zuwula","zuwula-RAISE-F","0","1","1",""
"","zuwula-RAISE-B","1","","",""
