"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","*Unraised","ID"
"dunyawiy-NON_RAISER","dunyawiy-NON_RAISER-RAISED-F","0","1","1","","1"
"dunyawiy-NON_RAISER","dunyawiy-NON_RAISER-RAISED-B","0","","","","1"
"dunyawiy-NON_RAISER","dunyawiy-NON_RAISER-UNRAISED-F","0","1","1","",""
"dunyawiy-NON_RAISER","dunyawiy-NON_RAISER-UNRAISED-B","1","","","",""
"durbun-NON_RAISER","durbun-NON_RAISER-RAISED-F","0","1","1","","1"
"durbun-NON_RAISER","durbun-NON_RAISER-RAISED-B","0","","","","1"
"durbun-NON_RAISER","durbun-NON_RAISER-UNRAISED-F","0","1","1","",""
"durbun-NON_RAISER","durbun-NON_RAISER-UNRAISED-B","1","","","",""
"durdane-RAISER","durdane-RAISER-RAISED-F","22","1","","","1"
"durdane-RAISER","durdane-RAISER-RAISED-B","5","","1","","1"
"durdane-RAISER","durdane-RAISER-UNRAISED-F","0","","","1",""
"durdane-RAISER","durdane-RAISER-UNRAISED-B","0","1","1","1",""
"durdun-NON_RAISER","durdun-NON_RAISER-RAISED-F","0","1","1","","1"
"durdun-NON_RAISER","durdun-NON_RAISER-RAISED-B","0","","","","1"
"durdun-NON_RAISER","durdun-NON_RAISER-UNRAISED-F","0","1","1","",""
"durdun-NON_RAISER","durdun-NON_RAISER-UNRAISED-B","2","","","",""
"durus-NON_RAISER","durus-NON_RAISER-RAISED-F","0","1","1","","1"
"durus-NON_RAISER","durus-NON_RAISER-RAISED-B","0","","","","1"
"durus-NON_RAISER","durus-NON_RAISER-UNRAISED-F","0","1","1","",""
"durus-NON_RAISER","durus-NON_RAISER-UNRAISED-B","5","","","",""
"durut-NON_RAISER","durut-NON_RAISER-RAISED-F","0","1","1","","1"
"durut-NON_RAISER","durut-NON_RAISER-RAISED-B","0","","","","1"
"durut-NON_RAISER","durut-NON_RAISER-UNRAISED-F","1","1","1","",""
"durut-NON_RAISER","durut-NON_RAISER-UNRAISED-B","4","","","",""
"dutarchi-NON_RAISER","dutarchi-NON_RAISER-RAISED-F","0","1","1","","1"
"dutarchi-NON_RAISER","dutarchi-NON_RAISER-RAISED-B","0","","","","1"
"dutarchi-NON_RAISER","dutarchi-NON_RAISER-UNRAISED-F","0","1","1","",""
"dutarchi-NON_RAISER","dutarchi-NON_RAISER-UNRAISED-B","3","","","",""
"duxawa-RAISER","duxawa-RAISER-RAISED-F","0","1","1","","1"
"duxawa-RAISER","duxawa-RAISER-RAISED-B","3","","","","1"
"duxawa-RAISER","duxawa-RAISER-UNRAISED-F","0","1","1","1",""
"duxawa-RAISER","duxawa-RAISER-UNRAISED-B","2","","","1",""
"démokratiye-NON_RAISER","démokratiye-NON_RAISER-RAISED-F","0","1","","","1"
"démokratiye-NON_RAISER","démokratiye-NON_RAISER-RAISED-B","0","","1","","1"
"démokratiye-NON_RAISER","démokratiye-NON_RAISER-UNRAISED-F","143","","","",""
"démokratiye-NON_RAISER","démokratiye-NON_RAISER-UNRAISED-B","0","1","1","",""
"démokratiyilesh-NON_RAISER","démokratiyilesh-NON_RAISER-RAISED-F","0","1","","","1"
"démokratiyilesh-NON_RAISER","démokratiyilesh-NON_RAISER-RAISED-B","0","","1","","1"
"démokratiyilesh-NON_RAISER","démokratiyilesh-NON_RAISER-UNRAISED-F","4","","","",""
"démokratiyilesh-NON_RAISER","démokratiyilesh-NON_RAISER-UNRAISED-B","0","1","1","",""
"démokratiyilesh-RAISER","démokratiyilesh-RAISER-RAISED-F","12","1","","","1"
"démokratiyilesh-RAISER","démokratiyilesh-RAISER-RAISED-B","1","","1","","1"
"démokratiyilesh-RAISER","démokratiyilesh-RAISER-UNRAISED-F","0","","","1",""
"démokratiyilesh-RAISER","démokratiyilesh-RAISER-UNRAISED-B","0","1","1","1",""
"démokratlash-RAISER","démokratlash-RAISER-RAISED-F","0","1","1","","1"
"démokratlash-RAISER","démokratlash-RAISER-RAISED-B","4","","","","1"
"démokratlash-RAISER","démokratlash-RAISER-UNRAISED-F","0","1","1","1",""
"démokratlash-RAISER","démokratlash-RAISER-UNRAISED-B","0","","","1",""
"démokratlashtur-NON_RAISER","démokratlashtur-NON_RAISER-RAISED-F","0","1","1","","1"
"démokratlashtur-NON_RAISER","démokratlashtur-NON_RAISER-RAISED-B","0","","","","1"
"démokratlashtur-NON_RAISER","démokratlashtur-NON_RAISER-UNRAISED-F","0","1","1","",""
"démokratlashtur-NON_RAISER","démokratlashtur-NON_RAISER-UNRAISED-B","4","","","",""
"députat-NON_RAISER","députat-NON_RAISER-RAISED-F","0","1","1","","1"
"députat-NON_RAISER","députat-NON_RAISER-RAISED-B","0","","","","1"
"députat-NON_RAISER","députat-NON_RAISER-UNRAISED-F","0","1","1","",""
"députat-NON_RAISER","députat-NON_RAISER-UNRAISED-B","344","","","",""
"dölet-NON_RAISER","dölet-NON_RAISER-RAISED-F","0","","","","1"
"dölet-NON_RAISER","dölet-NON_RAISER-RAISED-B","0","1","1","","1"
"dölet-NON_RAISER","dölet-NON_RAISER-UNRAISED-F","14021","","","",""
"dölet-NON_RAISER","dölet-NON_RAISER-UNRAISED-B","7","1","1","",""
"dölet-RAISER","dölet-RAISER-RAISED-F","970","","","","1"
"dölet-RAISER","dölet-RAISER-RAISED-B","0","1","1","","1"
"dölet-RAISER","dölet-RAISER-UNRAISED-F","0","","","1",""
"dölet-RAISER","dölet-RAISER-UNRAISED-B","0","1","1","1",""
"döwe-RAISER","döwe-RAISER-RAISED-F","13","","","","1"
"döwe-RAISER","döwe-RAISER-RAISED-B","0","1","1","","1"
"döwe-RAISER","döwe-RAISER-UNRAISED-F","0","","","1",""
"döwe-RAISER","döwe-RAISER-UNRAISED-B","0","1","1","1",""
"döwile-RAISER","döwile-RAISER-RAISED-F","1","","","","1"
"döwile-RAISER","döwile-RAISER-RAISED-B","0","1","1","","1"
"döwile-RAISER","döwile-RAISER-UNRAISED-F","0","","","1",""
"döwile-RAISER","döwile-RAISER-UNRAISED-B","0","1","1","1",""
"dület-NON_RAISER","dület-NON_RAISER-RAISED-F","0","","","","1"
"dület-NON_RAISER","dület-NON_RAISER-RAISED-B","0","1","1","","1"
"dület-NON_RAISER","dület-NON_RAISER-UNRAISED-F","4","","","",""
"dület-NON_RAISER","dület-NON_RAISER-UNRAISED-B","0","1","1","",""
"dümle-RAISER","dümle-RAISER-RAISED-F","3","","","","1"
"dümle-RAISER","dümle-RAISER-RAISED-B","0","1","1","","1"
"dümle-RAISER","dümle-RAISER-UNRAISED-F","0","","","1",""
"dümle-RAISER","dümle-RAISER-UNRAISED-B","0","1","1","1",""
"düpülde-RAISER","düpülde-RAISER-RAISED-F","2","","","","1"
"düpülde-RAISER","düpülde-RAISER-RAISED-B","0","1","1","","1"
"düpülde-RAISER","düpülde-RAISER-UNRAISED-F","0","","","1",""
"düpülde-RAISER","düpülde-RAISER-UNRAISED-B","0","1","1","1",""
"düshenbe-RAISER","düshenbe-RAISER-RAISED-F","35","","","","1"
"düshenbe-RAISER","düshenbe-RAISER-RAISED-B","0","1","1","","1"
"düshenbe-RAISER","düshenbe-RAISER-UNRAISED-F","0","","","1",""
"düshenbe-RAISER","düshenbe-RAISER-UNRAISED-B","0","1","1","1",""
"düshmen-NON_RAISER","düshmen-NON_RAISER-RAISED-F","0","","","","1"
"düshmen-NON_RAISER","düshmen-NON_RAISER-RAISED-B","0","1","1","","1"
"düshmen-NON_RAISER","düshmen-NON_RAISER-UNRAISED-F","507","","","",""
"düshmen-NON_RAISER","düshmen-NON_RAISER-UNRAISED-B","2","1","1","",""
"düshmen-RAISER","düshmen-RAISER-RAISED-F","68","","","","1"
"düshmen-RAISER","düshmen-RAISER-RAISED-B","0","1","1","","1"
"düshmen-RAISER","düshmen-RAISER-UNRAISED-F","0","","","1",""
"düshmen-RAISER","düshmen-RAISER-UNRAISED-B","0","1","1","1",""
"düshmenlesh-NON_RAISER","düshmenlesh-NON_RAISER-RAISED-F","0","","","","1"
"düshmenlesh-NON_RAISER","düshmenlesh-NON_RAISER-RAISED-B","0","1","1","","1"
"düshmenlesh-NON_RAISER","düshmenlesh-NON_RAISER-UNRAISED-F","4","","","",""
"düshmenlesh-NON_RAISER","düshmenlesh-NON_RAISER-UNRAISED-B","0","1","1","",""
"düshmenlesh-RAISER","düshmenlesh-RAISER-RAISED-F","6","","","","1"
"düshmenlesh-RAISER","düshmenlesh-RAISER-RAISED-B","0","1","1","","1"
"düshmenlesh-RAISER","düshmenlesh-RAISER-UNRAISED-F","0","","","1",""
"düshmenlesh-RAISER","düshmenlesh-RAISER-UNRAISED-B","0","1","1","1",""
"ebed-NON_RAISER","ebed-NON_RAISER-RAISED-F","0","","","","1"
"ebed-NON_RAISER","ebed-NON_RAISER-RAISED-B","0","1","1","","1"
"ebed-NON_RAISER","ebed-NON_RAISER-UNRAISED-F","1","","","",""
"ebed-NON_RAISER","ebed-NON_RAISER-UNRAISED-B","0","1","1","",""
"ebediy-NON_RAISER","ebediy-NON_RAISER-RAISED-F","0","","","","1"
"ebediy-NON_RAISER","ebediy-NON_RAISER-RAISED-B","0","1","1","","1"
"ebediy-NON_RAISER","ebediy-NON_RAISER-UNRAISED-F","37","","","",""
"ebediy-NON_RAISER","ebediy-NON_RAISER-UNRAISED-B","0","1","1","",""
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-RAISED-F","0","","","","1"
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-RAISED-B","0","1","1","","1"
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-UNRAISED-F","2","","","",""
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-UNRAISED-B","0","1","1","",""
"ebet-NON_RAISER","ebet-NON_RAISER-RAISED-F","0","","","","1"
"ebet-NON_RAISER","ebet-NON_RAISER-RAISED-B","0","1","1","","1"
"ebet-NON_RAISER","ebet-NON_RAISER-UNRAISED-F","19","","","",""
"ebet-NON_RAISER","ebet-NON_RAISER-UNRAISED-B","0","1","1","",""
"eblex-NON_RAISER","eblex-NON_RAISER-RAISED-F","0","","","","1"
"eblex-NON_RAISER","eblex-NON_RAISER-RAISED-B","0","1","1","","1"
"eblex-NON_RAISER","eblex-NON_RAISER-UNRAISED-F","8","","","",""
"eblex-NON_RAISER","eblex-NON_RAISER-UNRAISED-B","0","1","1","",""
"edeb-NON_RAISER","edeb-NON_RAISER-RAISED-F","0","","","","1"
"edeb-NON_RAISER","edeb-NON_RAISER-RAISED-B","0","1","1","","1"
"edeb-NON_RAISER","edeb-NON_RAISER-UNRAISED-F","10","","","",""
"edeb-NON_RAISER","edeb-NON_RAISER-UNRAISED-B","0","1","1","",""
"edeb-RAISER","edeb-RAISER-RAISED-F","1","","","","1"
"edeb-RAISER","edeb-RAISER-RAISED-B","0","1","1","","1"
"edeb-RAISER","edeb-RAISER-UNRAISED-F","0","","","1",""
"edeb-RAISER","edeb-RAISER-UNRAISED-B","0","1","1","1",""
"edebiy-NON_RAISER","edebiy-NON_RAISER-RAISED-F","0","","","","1"
"edebiy-NON_RAISER","edebiy-NON_RAISER-RAISED-B","0","1","1","","1"
"edebiy-NON_RAISER","edebiy-NON_RAISER-UNRAISED-F","3","","","",""
"edebiy-NON_RAISER","edebiy-NON_RAISER-UNRAISED-B","0","1","1","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-F","0","","1","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-B","0","1","","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-F","0","1","1","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-B","155","","","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-F","0","","1","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-B","0","1","","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-F","1","1","1","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-B","687","","","",""
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-RAISED-F","0","","1","","1"
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-RAISED-B","0","1","","","1"
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-UNRAISED-F","0","1","1","",""
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-UNRAISED-B","54","","","",""
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-RAISED-F","0","1","1","","1"
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-RAISED-B","0","","","","1"
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-UNRAISED-F","0","1","1","",""
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-UNRAISED-B","39","","","",""
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-RAISED-F","0","","","","1"
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-RAISED-B","0","1","1","","1"
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-UNRAISED-F","5","","","",""
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-UNRAISED-B","0","1","1","",""
"edep-NON_RAISER","edep-NON_RAISER-RAISED-F","0","","","","1"
"edep-NON_RAISER","edep-NON_RAISER-RAISED-B","0","1","1","","1"
"edep-NON_RAISER","edep-NON_RAISER-UNRAISED-F","77","","","",""
"edep-NON_RAISER","edep-NON_RAISER-UNRAISED-B","0","1","1","",""
"ediliye-NON_RAISER","ediliye-NON_RAISER-RAISED-F","0","","","","1"
"ediliye-NON_RAISER","ediliye-NON_RAISER-RAISED-B","0","1","1","","1"
"ediliye-NON_RAISER","ediliye-NON_RAISER-UNRAISED-F","2","","","",""
"ediliye-NON_RAISER","ediliye-NON_RAISER-UNRAISED-B","0","1","1","",""
"ediyal-NON_RAISER","ediyal-NON_RAISER-RAISED-F","0","","1","","1"
"ediyal-NON_RAISER","ediyal-NON_RAISER-RAISED-B","0","1","","","1"
"ediyal-NON_RAISER","ediyal-NON_RAISER-UNRAISED-F","0","1","1","",""
"ediyal-NON_RAISER","ediyal-NON_RAISER-UNRAISED-B","3","","","",""
"edliye-NON_RAISER","edliye-NON_RAISER-RAISED-F","0","","","","1"
"edliye-NON_RAISER","edliye-NON_RAISER-RAISED-B","0","1","1","","1"
"edliye-NON_RAISER","edliye-NON_RAISER-UNRAISED-F","14","","","",""
"edliye-NON_RAISER","edliye-NON_RAISER-UNRAISED-B","0","1","1","",""
"egeshme-RAISER","egeshme-RAISER-RAISED-F","1","","","","1"
"egeshme-RAISER","egeshme-RAISER-RAISED-B","0","1","1","","1"
"egeshme-RAISER","egeshme-RAISER-UNRAISED-F","0","","","1",""
"egeshme-RAISER","egeshme-RAISER-UNRAISED-B","0","1","1","1",""
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-RAISED-F","0","","","","1"
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-RAISED-B","0","1","1","","1"
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-UNRAISED-F","11","","","",""
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-UNRAISED-B","0","1","1","",""
"ehde-RAISER","ehde-RAISER-RAISED-F","7","","","","1"
"ehde-RAISER","ehde-RAISER-RAISED-B","0","1","1","","1"
"ehde-RAISER","ehde-RAISER-UNRAISED-F","0","","","1",""
"ehde-RAISER","ehde-RAISER-UNRAISED-B","0","1","1","1",""
"ehdiname-RAISER","ehdiname-RAISER-RAISED-F","313","1","","","1"
"ehdiname-RAISER","ehdiname-RAISER-RAISED-B","27","","1","","1"
"ehdiname-RAISER","ehdiname-RAISER-UNRAISED-F","0","","","1",""
"ehdiname-RAISER","ehdiname-RAISER-UNRAISED-B","0","1","1","1",""
"ehmed-RAISER","ehmed-RAISER-RAISED-F","1","","","","1"
"ehmed-RAISER","ehmed-RAISER-RAISED-B","0","1","1","","1"
"ehmed-RAISER","ehmed-RAISER-UNRAISED-F","0","","","1",""
"ehmed-RAISER","ehmed-RAISER-UNRAISED-B","0","1","1","1",""
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-RAISED-F","0","","","","1"
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-RAISED-B","0","1","1","","1"
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-UNRAISED-F","3034","","","",""
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-UNRAISED-B","0","1","1","",""
"ehmiyet-RAISER","ehmiyet-RAISER-RAISED-F","178","","","","1"
"ehmiyet-RAISER","ehmiyet-RAISER-RAISED-B","0","1","1","","1"
"ehmiyet-RAISER","ehmiyet-RAISER-UNRAISED-F","0","","","1",""
"ehmiyet-RAISER","ehmiyet-RAISER-UNRAISED-B","0","1","1","1",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-F","0","","1","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-B","0","1","","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-F","1","1","1","",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-B","6033","","","",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-F","0","","1","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-B","0","1","","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-F","1","1","1","",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-B","978","","","",""
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-RAISED-F","0","1","1","","1"
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-RAISED-B","0","","","","1"
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-UNRAISED-F","0","1","1","",""
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-UNRAISED-B","2","","","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-F","0","","1","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-B","0","1","","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-F","0","1","1","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-B","146","","","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-F","0","","1","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-B","0","1","","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-F","0","1","1","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-B","13","","","",""
"ejdat-NON_RAISER","ejdat-NON_RAISER-RAISED-F","0","","1","","1"
"ejdat-NON_RAISER","ejdat-NON_RAISER-RAISED-B","0","1","","","1"
"ejdat-NON_RAISER","ejdat-NON_RAISER-UNRAISED-F","0","1","1","",""
"ejdat-NON_RAISER","ejdat-NON_RAISER-UNRAISED-B","309","","","",""
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-RAISED-F","0","","","","1"
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-RAISED-B","0","1","1","","1"
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-UNRAISED-F","9","","","",""
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-UNRAISED-B","0","1","1","",""
"ejeblen-RAISER","ejeblen-RAISER-RAISED-F","2","","","","1"
"ejeblen-RAISER","ejeblen-RAISER-RAISED-B","0","1","1","","1"
"ejeblen-RAISER","ejeblen-RAISER-UNRAISED-F","0","","","1",""
"ejeblen-RAISER","ejeblen-RAISER-UNRAISED-B","0","1","1","1",""
"ejel-NON_RAISER","ejel-NON_RAISER-RAISED-F","0","","","","1"
"ejel-NON_RAISER","ejel-NON_RAISER-RAISED-B","0","1","1","","1"
"ejel-NON_RAISER","ejel-NON_RAISER-UNRAISED-F","219","","","",""
"ejel-NON_RAISER","ejel-NON_RAISER-UNRAISED-B","0","1","1","",""
"ejel-RAISER","ejel-RAISER-RAISED-F","2","","","","1"
"ejel-RAISER","ejel-RAISER-RAISED-B","0","1","1","","1"
"ejel-RAISER","ejel-RAISER-UNRAISED-F","0","","","1",""
"ejel-RAISER","ejel-RAISER-UNRAISED-B","0","1","1","1",""
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-RAISED-F","0","","","","1"
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-RAISED-B","0","1","1","","1"
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-UNRAISED-F","19","","","",""
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-UNRAISED-B","0","1","1","",""
"elachi-NON_RAISER","elachi-NON_RAISER-RAISED-F","0","","1","","1"
"elachi-NON_RAISER","elachi-NON_RAISER-RAISED-B","0","1","","","1"
"elachi-NON_RAISER","elachi-NON_RAISER-UNRAISED-F","0","1","1","",""
"elachi-NON_RAISER","elachi-NON_RAISER-UNRAISED-B","26","","","",""
"elchixana-RAISER","elchixana-RAISER-RAISED-F","4","1","1","","1"
"elchixana-RAISER","elchixana-RAISER-RAISED-B","444","","","","1"
"elchixana-RAISER","elchixana-RAISER-UNRAISED-F","0","1","1","1",""
"elchixana-RAISER","elchixana-RAISER-UNRAISED-B","30","","","1",""
"elchixani-NON_RAISER","elchixani-NON_RAISER-RAISED-F","0","","1","","1"
"elchixani-NON_RAISER","elchixani-NON_RAISER-RAISED-B","0","1","","","1"
"elchixani-NON_RAISER","elchixani-NON_RAISER-UNRAISED-F","1","1","1","",""
"elchixani-NON_RAISER","elchixani-NON_RAISER-UNRAISED-B","5","","","",""
"elem-NON_RAISER","elem-NON_RAISER-RAISED-F","0","","","","1"
"elem-NON_RAISER","elem-NON_RAISER-RAISED-B","0","1","1","","1"
"elem-NON_RAISER","elem-NON_RAISER-UNRAISED-F","87","","","",""
"elem-NON_RAISER","elem-NON_RAISER-UNRAISED-B","0","1","1","",""
"elem-RAISER","elem-RAISER-RAISED-F","3","","","","1"
"elem-RAISER","elem-RAISER-RAISED-B","0","1","1","","1"
"elem-RAISER","elem-RAISER-UNRAISED-F","0","","","1",""
"elem-RAISER","elem-RAISER-UNRAISED-B","0","1","1","1",""
"elemdar-NON_RAISER","elemdar-NON_RAISER-RAISED-F","0","","1","","1"
"elemdar-NON_RAISER","elemdar-NON_RAISER-RAISED-B","0","1","","","1"
"elemdar-NON_RAISER","elemdar-NON_RAISER-UNRAISED-F","0","1","1","",""
"elemdar-NON_RAISER","elemdar-NON_RAISER-UNRAISED-B","1","","","",""
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-RAISED-F","0","1","1","","1"
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-RAISED-B","0","","","","1"
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-UNRAISED-F","0","1","1","",""
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-UNRAISED-B","62","","","",""
"elixan-NON_RAISER","elixan-NON_RAISER-RAISED-F","0","","1","","1"
"elixan-NON_RAISER","elixan-NON_RAISER-RAISED-B","0","1","","","1"
"elixan-NON_RAISER","elixan-NON_RAISER-UNRAISED-F","0","1","1","",""
"elixan-NON_RAISER","elixan-NON_RAISER-UNRAISED-B","1","","","",""
"ellame-RAISER","ellame-RAISER-RAISED-F","0","1","","","1"
"ellame-RAISER","ellame-RAISER-RAISED-B","1","","1","","1"
"ellame-RAISER","ellame-RAISER-UNRAISED-F","0","","","1",""
"ellame-RAISER","ellame-RAISER-UNRAISED-B","0","1","1","1",""
"emel-NON_RAISER","emel-NON_RAISER-RAISED-F","0","","","","1"
"emel-NON_RAISER","emel-NON_RAISER-RAISED-B","0","1","1","","1"
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-F","5145","","","",""
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-B","1","1","1","",""
"emel-NON_RAISER","emel-NON_RAISER-RAISED-F","0","","","","1"
"emel-NON_RAISER","emel-NON_RAISER-RAISED-B","0","1","1","","1"
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-F","4","","","",""
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-B","0","1","1","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-F","0","","1","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-B","0","1","","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-F","0","1","1","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-B","1580","","","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-F","0","","1","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-B","0","1","","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-F","0","1","1","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-B","69","","","",""
"emeliy-NON_RAISER","emeliy-NON_RAISER-RAISED-F","0","","","","1"
"emeliy-NON_RAISER","emeliy-NON_RAISER-RAISED-B","0","1","1","","1"
"emeliy-NON_RAISER","emeliy-NON_RAISER-UNRAISED-F","2","","","",""
"emeliy-NON_RAISER","emeliy-NON_RAISER-UNRAISED-B","0","1","1","",""
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-RAISED-F","0","","","","1"
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-RAISED-B","0","1","1","","1"
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-UNRAISED-F","3047","","","",""
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-UNRAISED-B","0","1","1","",""
"emeliyet-RAISER","emeliyet-RAISER-RAISED-F","108","","","","1"
"emeliyet-RAISER","emeliyet-RAISER-RAISED-B","0","1","1","","1"
"emeliyet-RAISER","emeliyet-RAISER-UNRAISED-F","0","","","1",""
"emeliyet-RAISER","emeliyet-RAISER-UNRAISED-B","0","1","1","1",""
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-RAISED-F","0","","1","","1"
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-RAISED-B","0","1","","","1"
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-UNRAISED-F","0","1","1","",""
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-UNRAISED-B","16","","","",""
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-RAISED-F","0","","","","1"
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-RAISED-B","0","1","1","","1"
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-UNRAISED-F","2","","","",""
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-UNRAISED-B","0","1","1","",""
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-RAISED-F","0","","","","1"
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-RAISED-B","0","1","1","","1"
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-UNRAISED-F","55","","","",""
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-UNRAISED-B","0","1","1","",""
"emeliylesh-RAISER","emeliylesh-RAISER-RAISED-F","36","","","","1"
"emeliylesh-RAISER","emeliylesh-RAISER-RAISED-B","3","1","1","","1"
"emeliylesh-RAISER","emeliylesh-RAISER-UNRAISED-F","0","","","1",""
"emeliylesh-RAISER","emeliylesh-RAISER-UNRAISED-B","0","1","1","1",""
